segment_id,node,description,parent,created_at
3c583799-7504-410d-a6b6-163cbb7dde5f,Node-604,Segment description 929,Parent-99,2025-03-14 17:55:32
7a31c6e5-75e3-4785-a3b9-011b6ad2de5f,Node-644,Segment description 630,Parent-17,2025-03-14 17:55:32
cf1e9bd5-b8b3-4d48-98b6-3db4258adf04,Node-794,Segment description 951,Parent-51,2025-03-14 17:55:32
09d63b39-957b-4d00-939a-b6d818870a4c,Node-835,Segment description 325,Parent-15,2025-03-14 17:55:32
cbc1ba97-ed4e-4fb8-bb2b-5dbf6d8577e0,Node-589,Segment description 503,Parent-20,2025-03-14 17:55:32
444825a8-417e-482e-9b4c-4cd20a9ebb20,Node-894,Segment description 954,Parent-77,2025-03-14 17:55:32
c594db42-a0d9-4038-b41d-c14100716704,Node-597,Segment description 176,Parent-4,2025-03-14 17:55:32
a53e6cc4-070b-4060-af44-f5a85b03ca56,Node-909,Segment description 185,Parent-73,2025-03-14 17:55:32
1f8322c1-2040-40db-929f-ff748a9adfa8,Node-998,Segment description 667,Parent-90,2025-03-14 17:55:32
c7cd7391-3357-4248-afff-d6cd6dadf414,Node-294,Segment description 943,Parent-49,2025-03-14 17:55:32
59b0428d-e40a-480f-814c-7a40206a193e,Node-988,Segment description 304,Parent-1,2025-03-14 17:55:32
a076e516-36ab-48a2-8478-d59a56a0b5bb,Node-971,Segment description 632,Parent-63,2025-03-14 17:55:32
1b2314b1-6828-47b7-ab92-69a976dc2390,Node-406,Segment description 9,Parent-81,2025-03-14 17:55:32
97830a0b-4ed3-42c3-a54c-d71688d3b4d1,Node-586,Segment description 19,Parent-98,2025-03-14 17:55:32
8bfd9bb8-c9d5-4600-ac9d-7bc82904f4bc,Node-20,Segment description 17,Parent-65,2025-03-14 17:55:32
d937b2af-5b68-43d9-aa16-ae9e051a656d,Node-566,Segment description 99,Parent-84,2025-03-14 17:55:32
b26d3cf3-fb9a-4499-bce0-b5d821e4c0f1,Node-401,Segment description 338,Parent-27,2025-03-14 17:55:32
6637f4d7-d4d3-442d-9b94-5212b8aa26d7,Node-951,Segment description 70,Parent-90,2025-03-14 17:55:32
b0c00e6d-6a2d-4a19-9fc9-146d201e7d15,Node-305,Segment description 346,Parent-55,2025-03-14 17:55:32
e950fe14-f85a-4e65-a648-c01f62e6cf7f,Node-181,Segment description 964,Parent-89,2025-03-14 17:55:32
a49d2be3-e4c6-4993-84fd-89f0d1600482,Node-791,Segment description 442,Parent-49,2025-03-14 17:55:32
eef800ca-99e9-4f48-ab22-8a79d0081b64,Node-977,Segment description 414,Parent-29,2025-03-14 17:55:32
a2154f7c-0b90-467e-b771-84ad23ab4b6d,Node-532,Segment description 375,Parent-79,2025-03-14 17:55:32
c37aab8e-f4ec-4e38-895b-864c233c46d3,Node-425,Segment description 47,Parent-34,2025-03-14 17:55:32
a7319228-3fed-4437-a31c-87c4700743c3,Node-273,Segment description 943,Parent-13,2025-03-14 17:55:32
8604b74f-72b1-4510-84f5-7b903a1c88d7,Node-639,Segment description 737,Parent-23,2025-03-14 17:55:32
7c9cf405-9d30-4199-8694-805e24895fb0,Node-521,Segment description 180,Parent-85,2025-03-14 17:55:32
309ba386-fc57-4c47-a344-7fa9c9e01153,Node-538,Segment description 420,Parent-57,2025-03-14 17:55:32
ee8c9a18-eaad-443e-bd81-42342bbce1ed,Node-350,Segment description 336,Parent-25,2025-03-14 17:55:32
874421ca-1232-4848-8ecf-5a2c01c8b198,Node-650,Segment description 61,Parent-46,2025-03-14 17:55:32
966d6502-ec08-445c-9b47-3d41fadfd704,Node-977,Segment description 836,Parent-66,2025-03-14 17:55:32
980b2c64-b096-4686-a181-f0f006f62d3e,Node-105,Segment description 799,Parent-63,2025-03-14 17:55:32
babd347e-73d7-4d5e-a8e0-575837bca51a,Node-922,Segment description 833,Parent-97,2025-03-14 17:55:32
4d3fda2c-8560-4ef2-9863-2685f789ee8c,Node-475,Segment description 743,Parent-16,2025-03-14 17:55:32
aa2dcb04-dc41-45a6-92a6-0b113e3837c3,Node-511,Segment description 161,Parent-100,2025-03-14 17:55:32
91a10dea-8aa0-4027-8961-73da6c05f258,Node-650,Segment description 805,Parent-20,2025-03-14 17:55:32
43d70e8a-4dca-49cb-bbeb-745d6401a651,Node-517,Segment description 953,Parent-64,2025-03-14 17:55:32
6954c64c-2491-47b0-84e0-1b541e02a311,Node-580,Segment description 744,Parent-26,2025-03-14 17:55:32
6e7806cc-3c9a-4230-a52a-fafa521214d8,Node-631,Segment description 413,Parent-67,2025-03-14 17:55:32
9ad1ea4a-b687-45c0-b12c-b7569c1d693d,Node-547,Segment description 623,Parent-88,2025-03-14 17:55:32
e6a1e653-f994-4a69-b6da-2ab3c62fc5bc,Node-98,Segment description 832,Parent-73,2025-03-14 17:55:32
f933c820-c280-46cb-8156-508418322bc3,Node-541,Segment description 989,Parent-13,2025-03-14 17:55:32
2a68c0a8-a13a-459c-afd7-be1996570e9b,Node-187,Segment description 38,Parent-24,2025-03-14 17:55:32
c64d5b71-fd61-4d21-b600-859654a19453,Node-956,Segment description 487,Parent-90,2025-03-14 17:55:32
2377cc0c-fc1f-4328-819e-1fb534b89ef0,Node-267,Segment description 194,Parent-89,2025-03-14 17:55:32
f221899d-b783-4993-9a99-54c7b730c6f2,Node-456,Segment description 466,Parent-45,2025-03-14 17:55:32
1aaea2c4-81e0-4683-ba31-818ebf8b0314,Node-796,Segment description 493,Parent-64,2025-03-14 17:55:32
73f50804-fea8-4c21-9587-9904c48a8762,Node-546,Segment description 927,Parent-39,2025-03-14 17:55:32
66a59ba1-03e4-4fb2-9266-3a08ef8db54c,Node-561,Segment description 752,Parent-16,2025-03-14 17:55:32
0eb28745-0f4a-4557-9512-3993a2a4e18b,Node-307,Segment description 854,Parent-38,2025-03-14 17:55:32
71aca655-6ef5-4f3b-aaec-76c943b76805,Node-91,Segment description 345,Parent-4,2025-03-14 17:55:32
6f59eaf9-e352-4475-adcd-638c05fce11b,Node-789,Segment description 414,Parent-54,2025-03-14 17:55:32
0b8899bb-df12-433d-b472-d082b86ebb76,Node-537,Segment description 471,Parent-18,2025-03-14 17:55:32
98db9549-84f4-40d6-b728-a90c2831bf54,Node-814,Segment description 690,Parent-68,2025-03-14 17:55:32
40181eb6-6e94-4d9c-a9dd-5e37240bbd6a,Node-482,Segment description 870,Parent-62,2025-03-14 17:55:32
242c1420-f99f-4ca6-8e7f-e377548be35c,Node-918,Segment description 432,Parent-78,2025-03-14 17:55:32
2fe4e3a5-b4ce-46fb-bc59-6a2315a10b08,Node-431,Segment description 413,Parent-83,2025-03-14 17:55:32
85c8a040-799b-4920-b9ca-5c1dbf156355,Node-791,Segment description 892,Parent-92,2025-03-14 17:55:32
fad96e63-6923-4461-9884-93b2eff9734b,Node-880,Segment description 296,Parent-10,2025-03-14 17:55:32
3f0ce1d8-8173-4bba-9ead-839f6d9a5d6d,Node-183,Segment description 359,Parent-2,2025-03-14 17:55:32
afbf24dd-bac6-4fd9-9870-192fc3886112,Node-76,Segment description 36,Parent-57,2025-03-14 17:55:32
b9dc41d6-78df-4d0b-9ae5-e400e0885779,Node-101,Segment description 309,Parent-68,2025-03-14 17:55:32
cbee9234-2c94-4117-8740-9977db1e6952,Node-74,Segment description 93,Parent-16,2025-03-14 17:55:32
28f28b89-77cf-4f8a-a1ae-2d44e9b8d231,Node-341,Segment description 764,Parent-6,2025-03-14 17:55:32
9ab74b98-7597-4b82-a50d-ce6a91e94fc3,Node-711,Segment description 489,Parent-92,2025-03-14 17:55:32
9c2d4416-ce4a-4f56-9fd0-0eab59a8950d,Node-858,Segment description 939,Parent-64,2025-03-14 17:55:32
8bbbce97-742f-4958-a94b-3f7ecf8ecf03,Node-860,Segment description 213,Parent-90,2025-03-14 17:55:32
54135f43-23db-4ac8-b783-a648c024d4bd,Node-204,Segment description 453,Parent-45,2025-03-14 17:55:32
50cfd8e8-a22f-431f-939e-e5060218692e,Node-611,Segment description 682,Parent-52,2025-03-14 17:55:32
404d8da8-da93-45cd-8939-cdacefa60add,Node-488,Segment description 275,Parent-1,2025-03-14 17:55:32
28900bc9-1ce9-40ac-a2e3-c0b7cb387cc4,Node-997,Segment description 17,Parent-14,2025-03-14 17:55:32
9b9e42e1-75be-4e8d-89be-ceb19e9e4eb4,Node-720,Segment description 186,Parent-27,2025-03-14 17:55:32
06ec8612-af4c-4944-aaa0-674504d0db1a,Node-862,Segment description 81,Parent-2,2025-03-14 17:55:32
b1473578-54eb-45c9-bdb7-3cc19f006266,Node-310,Segment description 49,Parent-3,2025-03-14 17:55:32
8ca9b1cc-d067-46af-9197-64ded271d9b0,Node-649,Segment description 37,Parent-58,2025-03-14 17:55:32
91fafdd8-631f-4968-8107-c61c8482e959,Node-788,Segment description 741,Parent-86,2025-03-14 17:55:32
e1fa7c3a-7971-4301-8fe6-96cea336205a,Node-652,Segment description 410,Parent-81,2025-03-14 17:55:32
5e6fce2e-de74-4e32-8484-abd170e8524d,Node-529,Segment description 115,Parent-33,2025-03-14 17:55:32
e9cd079a-09f1-4f40-a13c-83f911a27746,Node-845,Segment description 189,Parent-32,2025-03-14 17:55:32
aed05dfb-a7b5-48d3-a819-fc43b13b5141,Node-78,Segment description 632,Parent-40,2025-03-14 17:55:32
1ba5e599-da6d-4aa1-af5f-d21169775003,Node-737,Segment description 395,Parent-43,2025-03-14 17:55:32
10982ba6-22b3-4b0f-8fd5-a9538c5d5f31,Node-425,Segment description 743,Parent-29,2025-03-14 17:55:32
e410dc12-1709-4996-9e70-b8abaa786c8e,Node-394,Segment description 637,Parent-18,2025-03-14 17:55:32
aeeec5ba-443d-4ac6-8b14-cff6267c55d5,Node-660,Segment description 4,Parent-27,2025-03-14 17:55:32
92363a6e-a654-482f-8cbb-d0caa887587d,Node-316,Segment description 829,Parent-5,2025-03-14 17:55:32
aa57056e-7bf3-4f8e-a6ab-617fada38c42,Node-759,Segment description 931,Parent-67,2025-03-14 17:55:32
48f5fcd2-9f96-4031-8f82-928b4470ff71,Node-542,Segment description 379,Parent-41,2025-03-14 17:55:32
54869759-bd7e-489b-a0d7-90583e6dc237,Node-770,Segment description 917,Parent-1,2025-03-14 17:55:32
8ba7ac6d-57c0-41fa-98db-b53cc6fb3195,Node-891,Segment description 384,Parent-36,2025-03-14 17:55:32
489e3433-ba8c-4bea-8980-df1547201dbc,Node-124,Segment description 388,Parent-47,2025-03-14 17:55:32
d0987448-7a00-4400-8edc-d6f95b76f6db,Node-242,Segment description 327,Parent-94,2025-03-14 17:55:32
04c97d2a-2172-4f51-b95b-787159dbaa2c,Node-261,Segment description 784,Parent-79,2025-03-14 17:55:32
a2bb3edd-28dd-41fa-aa90-556cb0f6b831,Node-582,Segment description 363,Parent-48,2025-03-14 17:55:32
7704f4eb-72f9-4acc-a40b-3f1ded0f5f33,Node-339,Segment description 479,Parent-79,2025-03-14 17:55:32
78845c9e-b823-497e-a23b-a53b736026ea,Node-457,Segment description 505,Parent-27,2025-03-14 17:55:32
9b41b813-68a4-4a76-9dc1-dabd501fc1ed,Node-842,Segment description 202,Parent-85,2025-03-14 17:55:32
ca8b2a67-ea21-4c5c-810c-82d3add2581a,Node-135,Segment description 469,Parent-83,2025-03-14 17:55:32
9c520c9b-8411-4354-abde-1c40e2e753d5,Node-27,Segment description 964,Parent-26,2025-03-14 17:55:32
dee96b57-5467-4a91-a9af-e4324630af9d,Node-259,Segment description 108,Parent-39,2025-03-14 17:55:32
589a645f-a69d-4a1a-a029-a2e476a03901,Node-267,Segment description 137,Parent-96,2025-03-14 17:55:32
f43545be-18da-42f3-b730-792d3b60ef20,Node-305,Segment description 606,Parent-15,2025-03-14 17:55:32
e50941e9-6903-4705-becc-1a4a93f75ddb,Node-233,Segment description 305,Parent-42,2025-03-14 17:55:32
40f4c2bf-cb7c-44b3-b3af-6ac76267423f,Node-162,Segment description 539,Parent-36,2025-03-14 17:55:32
77b9981c-a6e2-47bf-a0cb-75e98acdd50c,Node-579,Segment description 737,Parent-93,2025-03-14 17:55:32
05788ae5-e2de-4bdd-be54-fd2ba7b7f44e,Node-544,Segment description 800,Parent-71,2025-03-14 17:55:32
ba498aaa-95ba-4e17-9dd4-1a82782e3b3d,Node-504,Segment description 950,Parent-90,2025-03-14 17:55:32
b5b60339-3976-419d-8b03-8ef3fd7aba6f,Node-955,Segment description 936,Parent-41,2025-03-14 17:55:32
558d2c57-1c24-48ee-82e6-4a23d87d1ae1,Node-368,Segment description 701,Parent-54,2025-03-14 17:55:32
ee41789b-2e4f-41d5-8757-c9cb19039e57,Node-280,Segment description 311,Parent-68,2025-03-14 17:55:32
692bb500-ea9c-4759-87d4-2d230542e127,Node-400,Segment description 47,Parent-6,2025-03-14 17:55:32
2ee9b919-d64e-487a-9518-149fe86226df,Node-833,Segment description 343,Parent-5,2025-03-14 17:55:32
5dba8773-2128-4a75-a815-6efb3859d172,Node-800,Segment description 189,Parent-36,2025-03-14 17:55:32
24fc966b-f83f-495f-be1b-0225b51ef530,Node-500,Segment description 724,Parent-41,2025-03-14 17:55:32
ca890e79-739f-47e2-913c-158873f7c426,Node-812,Segment description 32,Parent-36,2025-03-14 17:55:32
bf19f389-e967-491e-b71e-26a4b8c32eef,Node-553,Segment description 633,Parent-63,2025-03-14 17:55:32
134fdbe8-f3d6-4d99-b61f-75da3d63da9d,Node-545,Segment description 331,Parent-4,2025-03-14 17:55:32
729d1f04-82b5-478d-a388-645a17d456d0,Node-295,Segment description 691,Parent-56,2025-03-14 17:55:32
7aafcd53-aafc-43a2-8e45-ebce8eb9e100,Node-827,Segment description 635,Parent-34,2025-03-14 17:55:32
64f89f4b-cdd9-4138-ba5a-31e38eaa7481,Node-617,Segment description 498,Parent-43,2025-03-14 17:55:32
01ad89f2-abab-4374-adc7-5f9b357e8df3,Node-766,Segment description 645,Parent-45,2025-03-14 17:55:32
b0d8a448-c011-4884-b84b-d15811dafa71,Node-397,Segment description 876,Parent-92,2025-03-14 17:55:32
663aefa7-6e64-436a-8385-f7f6eac7792d,Node-190,Segment description 977,Parent-27,2025-03-14 17:55:32
f8e730d4-aa90-4f94-8cff-8d6e424310a2,Node-624,Segment description 239,Parent-74,2025-03-14 17:55:32
a0659b05-be87-44c0-9be7-74ee7a182760,Node-119,Segment description 829,Parent-54,2025-03-14 17:55:32
e4a993c7-0e69-4799-8f3d-6a1da584884b,Node-509,Segment description 947,Parent-17,2025-03-14 17:55:32
29dd0707-99bb-4837-87ea-e143470e48d8,Node-542,Segment description 963,Parent-100,2025-03-14 17:55:32
e8d9a420-8765-482f-8dbf-ce95796bdc4b,Node-684,Segment description 492,Parent-83,2025-03-14 17:55:32
e57b4f44-c7e1-484d-92a7-7f31a87b9651,Node-600,Segment description 796,Parent-35,2025-03-14 17:55:32
88f47d12-cc15-40fc-a8c8-5579bec3e6bf,Node-329,Segment description 367,Parent-7,2025-03-14 17:55:32
4a009f2e-9dfd-4e88-bc16-1304d39b3da1,Node-717,Segment description 645,Parent-88,2025-03-14 17:55:32
9606a10a-b857-4de1-a5f8-ceb6d1820ee0,Node-956,Segment description 272,Parent-60,2025-03-14 17:55:32
077b5f7b-62cc-4f6b-87d6-2093dd9e3bbf,Node-106,Segment description 795,Parent-3,2025-03-14 17:55:32
ef7a0224-d0ad-48ad-aa98-a2a84965989d,Node-236,Segment description 222,Parent-61,2025-03-14 17:55:32
0ef9642a-f1ad-4ed3-8ea9-ea8060e9b37e,Node-4,Segment description 474,Parent-5,2025-03-14 17:55:32
b7f6e64a-3032-4c0e-8ac7-d7b82abf0ea2,Node-448,Segment description 13,Parent-73,2025-03-14 17:55:32
487acf65-3734-4e60-9c12-f2d8180ee319,Node-516,Segment description 689,Parent-43,2025-03-14 17:55:32
f579b411-cba2-423b-afe8-a007e89d0793,Node-598,Segment description 16,Parent-29,2025-03-14 17:55:32
5bf7fd18-ff76-41b2-842e-57eaf336d5bf,Node-720,Segment description 702,Parent-3,2025-03-14 17:55:32
358f1a07-8b32-43f4-bc40-2f6060d21d74,Node-985,Segment description 333,Parent-65,2025-03-14 17:55:32
f289d0cb-2e2a-493e-826e-967c7b6ed640,Node-108,Segment description 88,Parent-85,2025-03-14 17:55:32
5df6bc72-9beb-46b8-b350-73e2e8bf405e,Node-282,Segment description 4,Parent-99,2025-03-14 17:55:32
cccf5299-6f5f-4314-98bb-087fcef526d9,Node-606,Segment description 449,Parent-4,2025-03-14 17:55:32
5b14b3e5-3e6d-4c82-a9c1-216ea1547a9b,Node-222,Segment description 548,Parent-90,2025-03-14 17:55:32
dd9d7f12-ab06-43f6-b105-0e94b517493a,Node-866,Segment description 693,Parent-94,2025-03-14 17:55:32
c442e004-eb4f-4a97-a1e2-4c64170b15bb,Node-744,Segment description 346,Parent-44,2025-03-14 17:55:32
32863fed-f1c2-4391-9149-a208d6e36fa8,Node-722,Segment description 596,Parent-35,2025-03-14 17:55:32
c2e0a501-84d8-421d-a809-fbb0a49bdc73,Node-396,Segment description 767,Parent-46,2025-03-14 17:55:32
cbbe19ea-d856-453f-9606-60d6146af100,Node-160,Segment description 797,Parent-73,2025-03-14 17:55:32
01ac5362-5176-48dd-9623-52a0bc96a75e,Node-611,Segment description 549,Parent-75,2025-03-14 17:55:32
34b0019e-e7f6-45fe-97f7-44c168f6c4eb,Node-331,Segment description 278,Parent-9,2025-03-14 17:55:32
1982f419-78a5-44fa-a5f4-665b865ff307,Node-960,Segment description 422,Parent-62,2025-03-14 17:55:32
11efafd7-2173-42f6-86d1-49bb3082c0ff,Node-919,Segment description 777,Parent-48,2025-03-14 17:55:32
de972953-bf72-45e2-bf3a-add56c88ce1a,Node-37,Segment description 23,Parent-60,2025-03-14 17:55:32
6730c5a6-901c-4303-bc58-4755a7160501,Node-783,Segment description 180,Parent-46,2025-03-14 17:55:32
b5f6cf37-c04e-4c93-b295-bc1706417ecf,Node-885,Segment description 894,Parent-47,2025-03-14 17:55:32
104df4d3-22b4-4280-a858-84a582a0b534,Node-423,Segment description 707,Parent-88,2025-03-14 17:55:32
8442391f-04a6-45ad-abc9-06effb1e3280,Node-512,Segment description 595,Parent-78,2025-03-14 17:55:32
4a5eed3d-013b-4b80-8673-a37d22bdb8c5,Node-977,Segment description 261,Parent-64,2025-03-14 17:55:32
49eef78a-053d-441d-b78d-e6fcced4db1a,Node-94,Segment description 405,Parent-1,2025-03-14 17:55:32
4d8c4232-11ad-41a6-adf1-ca2fe778fcff,Node-460,Segment description 237,Parent-40,2025-03-14 17:55:32
1055c6d3-5ea4-4616-b703-ffc0d70d22de,Node-338,Segment description 927,Parent-59,2025-03-14 17:55:32
c4d605d6-bb27-4010-8962-464082d3f289,Node-710,Segment description 669,Parent-44,2025-03-14 17:55:32
8c6457a0-772a-4ddd-87b9-bcd8af5ef3d1,Node-921,Segment description 76,Parent-19,2025-03-14 17:55:32
7a06d051-43d4-41c1-b01a-7ebf72085c5e,Node-111,Segment description 346,Parent-84,2025-03-14 17:55:32
c751f7c2-48e9-4e90-8e18-85e9f383c9d1,Node-277,Segment description 676,Parent-61,2025-03-14 17:55:32
d703958d-b3c2-4628-93b1-9064338fbe0e,Node-894,Segment description 268,Parent-31,2025-03-14 17:55:32
ed06f33f-575c-4bca-8481-9350f7e67a88,Node-588,Segment description 388,Parent-27,2025-03-14 17:55:32
cf529d3c-d078-4df5-ba96-fc9e8becc639,Node-754,Segment description 473,Parent-94,2025-03-14 17:55:32
7672b3c1-8bb5-4b15-852b-673fb98201c1,Node-595,Segment description 907,Parent-38,2025-03-14 17:55:32
632c7473-34a1-42b2-8eec-841fe99457af,Node-419,Segment description 922,Parent-90,2025-03-14 17:55:32
e1592544-629a-4869-a29a-105083fa3dee,Node-449,Segment description 510,Parent-73,2025-03-14 17:55:32
6da8131d-30aa-4659-8525-5f756c2cb329,Node-252,Segment description 408,Parent-8,2025-03-14 17:55:32
e6ec1196-f124-4249-bf6b-467c9c93ccbe,Node-379,Segment description 177,Parent-88,2025-03-14 17:55:32
1e899b26-c19b-4060-9795-3f15aa9381fa,Node-734,Segment description 546,Parent-69,2025-03-14 17:55:32
ec584056-efa2-4cf1-8e3b-a7fa7122bd07,Node-325,Segment description 301,Parent-35,2025-03-14 17:55:32
1154caa3-2fb0-42e3-bee4-2e4fb65ede63,Node-425,Segment description 931,Parent-81,2025-03-14 17:55:32
98603a04-1a10-4a62-9199-72b38462b117,Node-806,Segment description 551,Parent-3,2025-03-14 17:55:32
ad50a55c-461b-44da-a2e4-f0c2711129f0,Node-241,Segment description 523,Parent-20,2025-03-14 17:55:32
08ddaa3d-501c-46dc-be99-c00ad94a6a72,Node-920,Segment description 654,Parent-51,2025-03-14 17:55:32
cc9b8392-557d-48c4-b2e1-a65c3bab029e,Node-101,Segment description 682,Parent-91,2025-03-14 17:55:32
4ea6e796-5a8e-44c9-839d-4a4d47eaa616,Node-631,Segment description 529,Parent-90,2025-03-14 17:55:32
e9cf002c-a00e-43b8-8361-ff6a29c5419a,Node-754,Segment description 976,Parent-39,2025-03-14 17:55:32
4d29336f-8586-4c3c-a4e6-a37a4f048c04,Node-63,Segment description 724,Parent-15,2025-03-14 17:55:32
bcb271ea-9a7a-4210-919f-d01a48a55c92,Node-684,Segment description 114,Parent-99,2025-03-14 17:55:32
5a133475-5df8-40d6-8107-780eb0f1853d,Node-745,Segment description 602,Parent-27,2025-03-14 17:55:32
0b2b2f42-126e-4678-9084-a41c41e5ec8c,Node-892,Segment description 198,Parent-18,2025-03-14 17:55:32
c8778fa5-b045-48f1-a9b0-b150ead7eaf6,Node-607,Segment description 21,Parent-77,2025-03-14 17:55:32
5a1565f7-30b7-40f8-81eb-86683ee04567,Node-258,Segment description 66,Parent-6,2025-03-14 17:55:32
a37329ef-c7ad-4a34-846d-c5c064351cd1,Node-960,Segment description 431,Parent-41,2025-03-14 17:55:32
9d40f9d5-4340-4dd3-8f66-51676a54403a,Node-905,Segment description 535,Parent-41,2025-03-14 17:55:32
e2629e33-72c4-4f35-93e5-7aef7d9dfd6d,Node-478,Segment description 597,Parent-88,2025-03-14 17:55:32
aee0c3d4-87ec-49c5-9c7c-0d0f4f327f8b,Node-857,Segment description 135,Parent-30,2025-03-14 17:55:32
d98a4ee7-6c57-4040-a773-c70c590e8994,Node-372,Segment description 643,Parent-28,2025-03-14 17:55:32
00a475a5-c26b-4734-aa6e-232fbc46d16b,Node-928,Segment description 583,Parent-15,2025-03-14 17:55:32
c37d8eb4-7a3e-4b8a-9141-6a930137cf27,Node-516,Segment description 165,Parent-83,2025-03-14 17:55:32
be0f1ba5-dcf3-4e7c-a7e0-80293083960b,Node-743,Segment description 630,Parent-41,2025-03-14 17:55:32
8b45089a-cd01-4b1a-803c-2f091b415a12,Node-74,Segment description 391,Parent-89,2025-03-14 17:55:32
bb09a026-afd0-436f-8e7d-f64b07c86204,Node-594,Segment description 838,Parent-81,2025-03-14 17:55:32
3a90b0ed-46fc-460e-8d52-10a2c87e483f,Node-221,Segment description 830,Parent-85,2025-03-14 17:55:32
7dd1a430-3917-4199-be8a-7fbef79572ea,Node-854,Segment description 510,Parent-79,2025-03-14 17:55:32
110737e7-b56e-42c0-8872-aad835849e1b,Node-140,Segment description 752,Parent-62,2025-03-14 17:55:32
52d915bd-eb3e-4a84-b5dd-6a5d908b6513,Node-918,Segment description 368,Parent-93,2025-03-14 17:55:32
0b60e41b-2ced-4c0c-9a65-de5b5bfcccd1,Node-198,Segment description 216,Parent-95,2025-03-14 17:55:32
3ef02745-2eae-49c0-8532-bcd26f9a8713,Node-184,Segment description 301,Parent-83,2025-03-14 17:55:32
bf6f9f38-9620-470b-8664-d22f992200c8,Node-689,Segment description 230,Parent-53,2025-03-14 17:55:32
081614ed-8261-4cfb-bd1d-8186997e7983,Node-787,Segment description 949,Parent-17,2025-03-14 17:55:32
70cfefa1-e71e-46d9-8ef5-fd10fde99c9c,Node-981,Segment description 169,Parent-32,2025-03-14 17:55:32
26ac18f7-291b-428c-be27-ecfc0e0669e0,Node-471,Segment description 955,Parent-37,2025-03-14 17:55:32
f5a399b0-dc8d-4b25-aabf-6016e8f561dc,Node-388,Segment description 271,Parent-79,2025-03-14 17:55:32
da364a85-7504-439d-9db1-b3ae7a0d40d0,Node-318,Segment description 78,Parent-79,2025-03-14 17:55:32
9fea24da-5963-48cf-a6f1-e627b2bc2e42,Node-71,Segment description 214,Parent-82,2025-03-14 17:55:32
483ed072-5f6a-4d8f-be14-6a6b1d467250,Node-742,Segment description 446,Parent-24,2025-03-14 17:55:32
b07e85e1-8776-46d2-be23-899c43aef660,Node-902,Segment description 608,Parent-48,2025-03-14 17:55:32
897f462f-523e-4929-8b72-6f4f98cfbc5b,Node-775,Segment description 696,Parent-15,2025-03-14 17:55:32
cc8a2881-5772-4a8b-a02d-7c26e981fc04,Node-822,Segment description 540,Parent-93,2025-03-14 17:55:32
37fcc814-0783-492e-8ce7-b5fc6140c4e5,Node-758,Segment description 759,Parent-35,2025-03-14 17:55:32
301f3316-45ae-498d-9410-4ffc4c538258,Node-243,Segment description 298,Parent-28,2025-03-14 17:55:32
521b0ffe-f5ff-46bc-80bf-7bd01de63305,Node-321,Segment description 218,Parent-100,2025-03-14 17:55:32
a30ed227-6fc5-400a-a7d0-4d835931dc7a,Node-175,Segment description 553,Parent-38,2025-03-14 17:55:32
bab378fc-e089-4959-a335-cd493eab0922,Node-42,Segment description 662,Parent-12,2025-03-14 17:55:32
d96108f5-e875-44a0-9858-103d1337dd3c,Node-196,Segment description 936,Parent-45,2025-03-14 17:55:32
2f7fb4e0-a1fd-4573-92ab-59b117a6a09f,Node-899,Segment description 671,Parent-42,2025-03-14 17:55:32
fe195d8f-5550-4825-80d2-1998b1c24362,Node-936,Segment description 52,Parent-58,2025-03-14 17:55:32
68b5a742-fe4a-47db-9ebd-4b7da8666d66,Node-349,Segment description 267,Parent-10,2025-03-14 17:55:32
40af2d2b-1636-42be-a03d-8fdd7826ed27,Node-766,Segment description 622,Parent-40,2025-03-14 17:55:32
f9e68dc0-0629-4e49-8185-fb5b111cc7f2,Node-952,Segment description 550,Parent-90,2025-03-14 17:55:32
0397b813-0799-4e14-a694-fb40e4172a6a,Node-221,Segment description 573,Parent-81,2025-03-14 17:55:32
b00b82ed-7f76-4fbc-b6c9-500480ac0659,Node-279,Segment description 196,Parent-100,2025-03-14 17:55:32
70b2a0b8-dc67-4edc-9f70-d8043174b122,Node-40,Segment description 964,Parent-49,2025-03-14 17:55:32
d529daec-24e7-482c-84a4-c89cfcf9843e,Node-789,Segment description 403,Parent-17,2025-03-14 17:55:32
6fd01f7c-c073-479c-8fc4-0a73f64eeb65,Node-661,Segment description 665,Parent-69,2025-03-14 17:55:32
769242cd-5636-4cfd-ac31-f55460c5f7d7,Node-995,Segment description 241,Parent-42,2025-03-14 17:55:32
425b817b-7fdf-4f30-b980-176aeae49098,Node-412,Segment description 698,Parent-84,2025-03-14 17:55:32
2675847c-612b-4129-b019-3c1ffc2e8a33,Node-675,Segment description 898,Parent-16,2025-03-14 17:55:32
874d7356-d59d-4d04-94e2-05adfddf87f4,Node-579,Segment description 568,Parent-58,2025-03-14 17:55:32
221674f0-6e35-45e0-8939-1bce62078b26,Node-291,Segment description 289,Parent-75,2025-03-14 17:55:32
40d6a848-6b48-4899-9437-863cf9ab3d4d,Node-615,Segment description 673,Parent-64,2025-03-14 17:55:32
4fdff2d5-75d9-413d-904e-fd1ab1c0eb78,Node-801,Segment description 966,Parent-58,2025-03-14 17:55:32
8592b633-fa6e-480d-bdd9-5e040d1bb0f0,Node-824,Segment description 856,Parent-7,2025-03-14 17:55:32
a1fca31d-2873-409e-8791-1a0c0945618b,Node-928,Segment description 472,Parent-8,2025-03-14 17:55:32
