segment_id,node,description,parent,start_date,end_date,uda_channel,aggregation_consol,data_storage,allow_posting,allow_budgeting,enabled,summary,created_at
78b34361-a4fc-4967-b1a6-7e395c22f3c4,,Channel Segment 827,Parent-89,,,,,,,,,,14-03-2025 18:05
f560dc9e-4ece-44ed-804c-99fa6c94051e,,Channel Segment 810,Parent-59,,,,,,,,,,14-03-2025 18:05
55f92ab1-727f-4c74-a5f6-e6a4df07a714,,Channel Segment 663,Parent-96,,,,,,,,,,14-03-2025 18:05
2b4943c4-e4ae-4fae-801c-ad657b296e91,,Channel Segment 398,Parent-1,,,,,,,,,,14-03-2025 18:05
0643da24-616b-4c9c-8322-a2b49155964b,,Channel Segment 762,Parent-70,,,,,,,,,,14-03-2025 18:05
7a82ad00-3652-4ea3-8167-0db7ecbfb68e,,Channel Segment 875,Parent-20,,,,,,,,,,14-03-2025 18:05
9ae0d1be-1eb8-41a9-a65d-5e8a901cffd7,,Channel Segment 855,Parent-5,,,,,,,,,,14-03-2025 18:05
f3a81337-b5cf-42c2-8642-b8482630fa29,,Channel Segment 797,Parent-5,,,,,,,,,,14-03-2025 18:05
90e177cc-43e7-48cf-9b4c-9a763eb18887,,Channel Segment 813,Parent-34,,,,,,,,,,14-03-2025 18:05
b2946166-1b43-4b67-b200-74dae36a7b70,,Channel Segment 431,Parent-12,,,,,,,,,,14-03-2025 18:05
981ee67e-537a-42d7-a576-0bc9b071bd71,,Channel Segment 95,Parent-4,,,,,,,,,,14-03-2025 18:05
5ee45429-242e-4649-9013-d53d5155e4b6,,Channel Segment 924,Parent-37,,,,,,,,,,14-03-2025 18:05
28461bc7-0159-4dc9-84bb-785e4a0e4e6e,,Channel Segment 908,Parent-48,,,,,,,,,,14-03-2025 18:05
713ad157-92af-4b40-8784-fbf3f644fa76,,Channel Segment 442,Parent-67,,,,,,,,,,14-03-2025 18:05
2f57e550-524c-47c2-ab9d-5e8c1e6063bd,,Channel Segment 649,Parent-71,,,,,,,,,,14-03-2025 18:05
36e2e7f0-37a7-4084-a8e0-6cfdd1764369,,Channel Segment 276,Parent-20,,,,,,,,,,14-03-2025 18:05
2edc0321-50fd-44fa-a760-5e198cb899e1,,Channel Segment 677,Parent-68,,,,,,,,,,14-03-2025 18:05
6d5db763-2a61-40c5-a094-94bc00bfd1ab,,Channel Segment 733,Parent-74,,,,,,,,,,14-03-2025 18:05
d4ed434a-4539-4624-a743-44a18eec3730,,Channel Segment 126,Parent-2,,,,,,,,,,14-03-2025 18:05
6a96e8d2-20b8-489a-b3ae-57c9df3461a1,,Channel Segment 914,Parent-26,,,,,,,,,,14-03-2025 18:05
c0f54e2e-3da6-4010-ba4e-57cdd1cd5b9c,,Channel Segment 81,Parent-42,,,,,,,,,,14-03-2025 18:05
ad269317-552f-4a78-ac54-3e58e88431b3,,Channel Segment 749,Parent-43,,,,,,,,,,14-03-2025 18:05
c5ff41b9-651b-4cc3-8829-f5ad534f2fa0,,Channel Segment 90,Parent-12,,,,,,,,,,14-03-2025 18:05
cd8346fb-8dac-4b2b-93d4-a8b38d747923,,Channel Segment 350,Parent-1,,,,,,,,,,14-03-2025 18:05
fd4373cc-a590-42e6-87ab-e7a5fcf42255,,Channel Segment 559,Parent-62,,,,,,,,,,14-03-2025 18:05
4ddfe227-f07b-4d27-96d5-79389ca77fc0,,Channel Segment 797,Parent-68,,,,,,,,,,14-03-2025 18:05
d17cfdeb-3d2c-466d-a1f7-91c2239d09a0,,Channel Segment 384,Parent-31,,,,,,,,,,14-03-2025 18:05
e0334b24-f015-4bc3-8934-7651336ba284,,Channel Segment 238,Parent-31,,,,,,,,,,14-03-2025 18:05
61321e35-7ff5-452a-a9a3-2d95f2aeb393,,Channel Segment 568,Parent-90,,,,,,,,,,14-03-2025 18:05
c1d631b4-7c92-4d6c-8403-198b8906492a,,Channel Segment 401,Parent-2,,,,,,,,,,14-03-2025 18:05
f6609533-a27c-4cc8-acc4-c23ae918f898,,Channel Segment 753,Parent-5,,,,,,,,,,14-03-2025 18:05
04e989de-994d-4cf2-871e-a4aae9ba9828,,Channel Segment 401,Parent-27,,,,,,,,,,14-03-2025 18:05
e6ba7897-3273-44c1-8f99-94a62a44318d,,Channel Segment 535,Parent-93,,,,,,,,,,14-03-2025 18:05
4e4b255c-ceb8-4dfd-9a54-fb882be8fc4a,,Channel Segment 645,Parent-62,,,,,,,,,,14-03-2025 18:05
3d2c1418-3661-4ac9-a604-1d81c4a5d402,,Channel Segment 343,Parent-77,,,,,,,,,,14-03-2025 18:05
28d06a5b-0fa9-4404-b893-55be2736de48,,Channel Segment 776,Parent-6,,,,,,,,,,14-03-2025 18:05
85cab853-3514-4314-92d2-f3fef7053169,,Channel Segment 946,Parent-21,,,,,,,,,,14-03-2025 18:05
27ae3150-d2cb-4bc2-9aeb-09a12674dc0c,,Channel Segment 462,Parent-47,,,,,,,,,,14-03-2025 18:05
7566b889-6565-411f-ac1c-8ede73b0e190,,Channel Segment 189,Parent-15,,,,,,,,,,14-03-2025 18:05
8d3805a1-5043-4a28-b00c-fdb092c52b0f,,Channel Segment 54,Parent-34,,,,,,,,,,14-03-2025 18:05
fa432592-a298-4fc0-9a7c-de0e55a8b68c,,Channel Segment 847,Parent-11,,,,,,,,,,14-03-2025 18:05
a720297a-451f-461f-a641-083b8088b6da,,Channel Segment 371,Parent-47,,,,,,,,,,14-03-2025 18:05
5fe922e8-8070-41a6-94f6-2b828e0fd32f,,Channel Segment 611,Parent-33,,,,,,,,,,14-03-2025 18:05
c496a997-bb97-4589-9e4d-d8d7059c696e,,Channel Segment 951,Parent-71,,,,,,,,,,14-03-2025 18:05
9ab00e43-f61e-42c7-aee1-63bf17f74fb6,,Channel Segment 81,Parent-13,,,,,,,,,,14-03-2025 18:05
204cbe7d-6470-4152-9c3b-fc9c2f22dee0,,Channel Segment 130,Parent-100,,,,,,,,,,14-03-2025 18:05
9010a4b3-f717-456e-b4f8-484e0cfd97ed,,Channel Segment 891,Parent-13,,,,,,,,,,14-03-2025 18:05
9ea521d8-9b2e-42c3-acbd-cf83f223c732,,Channel Segment 468,Parent-3,,,,,,,,,,14-03-2025 18:05
d831b01e-c665-4f9f-a9cb-bd7008d6b405,,Channel Segment 957,Parent-90,,,,,,,,,,14-03-2025 18:05
42958c50-6ab1-4b91-a26d-54634e3e53a2,,Channel Segment 985,Parent-16,,,,,,,,,,14-03-2025 18:05
e42e57c0-bb56-461c-a117-6cc5f44de65d,,Channel Segment 713,Parent-53,,,,,,,,,,14-03-2025 18:05
373e6764-f9eb-4971-afc8-71ba48a72770,,Channel Segment 914,Parent-5,,,,,,,,,,14-03-2025 18:05
c91c3a04-7fae-4291-862a-b72f1f507a55,,Channel Segment 785,Parent-100,,,,,,,,,,14-03-2025 18:05
5962588e-4a63-4d6d-87ca-dcbbd67e7f7f,,Channel Segment 741,Parent-43,,,,,,,,,,14-03-2025 18:05
eaf1140b-df51-47c2-b156-1a0e518e8d63,,Channel Segment 318,Parent-24,,,,,,,,,,14-03-2025 18:05
c11230eb-24ba-4d15-8d7a-fc27abcfe33c,,Channel Segment 520,Parent-9,,,,,,,,,,14-03-2025 18:05
fae27cc3-e9ba-4f37-ba19-dda7bbf1719e,,Channel Segment 685,Parent-2,,,,,,,,,,14-03-2025 18:05
acfb8e85-653b-4aae-bcf3-61ba967d9e8b,,Channel Segment 739,Parent-17,,,,,,,,,,14-03-2025 18:05
5835f24c-f4cc-4e0f-8756-1ffc71a05494,,Channel Segment 556,Parent-100,,,,,,,,,,14-03-2025 18:05
4b49c195-8c4a-4740-a5db-576bb26d3303,,Channel Segment 81,Parent-72,,,,,,,,,,14-03-2025 18:05
04b924d9-14f4-4eff-bf8f-f4b37c951ae6,,Channel Segment 240,Parent-22,,,,,,,,,,14-03-2025 18:05
a081d0b1-7d21-4b31-a5c1-1cbf87297d1c,,Channel Segment 990,Parent-100,,,,,,,,,,14-03-2025 18:05
81467a40-6838-48ce-9d34-ff96116c6305,,Channel Segment 97,Parent-21,,,,,,,,,,14-03-2025 18:05
3e25ed78-c58d-4f92-9ce3-52b8125725d2,,Channel Segment 308,Parent-58,,,,,,,,,,14-03-2025 18:05
f2f0a72c-edb0-427d-91c4-69c37898ba2c,,Channel Segment 193,Parent-81,,,,,,,,,,14-03-2025 18:05
8f519ba6-739c-4a6f-b9a0-057d85af8bd2,,Channel Segment 259,Parent-74,,,,,,,,,,14-03-2025 18:05
e0471266-56ff-4b48-bcf3-bba156956c61,,Channel Segment 968,Parent-60,,,,,,,,,,14-03-2025 18:05
b71927ea-7667-40d6-ae6e-b1cc78743a7d,,Channel Segment 352,Parent-21,,,,,,,,,,14-03-2025 18:05
d78ad0e0-33d5-4d1b-ad90-dc52b13520d0,,Channel Segment 927,Parent-73,,,,,,,,,,14-03-2025 18:05
186129e9-1f55-42f8-ab96-9a79af69a210,,Channel Segment 700,Parent-56,,,,,,,,,,14-03-2025 18:05
175ab8e9-c211-4b74-ad1b-e511ab4ddba8,,Channel Segment 204,Parent-77,,,,,,,,,,14-03-2025 18:05
119edfb3-c387-442a-864c-065e4c51922f,,Channel Segment 110,Parent-72,,,,,,,,,,14-03-2025 18:05
6b61be3b-16a1-44a4-ad66-4556b15eccce,,Channel Segment 547,Parent-43,,,,,,,,,,14-03-2025 18:05
5c06d2b4-2226-4cc7-a0fb-7681360c3b3a,,Channel Segment 149,Parent-18,,,,,,,,,,14-03-2025 18:05
eab7295e-4506-437d-9f95-3e5dffc351d2,,Channel Segment 83,Parent-86,,,,,,,,,,14-03-2025 18:05
b804626f-7c20-4301-bd7d-ee41284cd835,,Channel Segment 178,Parent-17,,,,,,,,,,14-03-2025 18:05
e9cdfb6e-ddf4-430c-8851-72f0b72ba43c,,Channel Segment 433,Parent-24,,,,,,,,,,14-03-2025 18:05
3147918a-82c5-4c58-9c37-a2175d15c513,,Channel Segment 538,Parent-70,,,,,,,,,,14-03-2025 18:05
a8d012e4-cca5-4d53-b15a-5aaa153ed947,,Channel Segment 323,Parent-22,,,,,,,,,,14-03-2025 18:05
7db93f65-d9fd-4b6d-b2db-2dc6f541365f,,Channel Segment 29,Parent-58,,,,,,,,,,14-03-2025 18:05
45b8ead2-03f3-466e-9636-227d4d9d4ef0,,Channel Segment 855,Parent-70,,,,,,,,,,14-03-2025 18:05
3590560b-c32b-45dc-abe1-62504b6c5136,,Channel Segment 546,Parent-26,,,,,,,,,,14-03-2025 18:05
aa1ad019-0b84-45d4-bbc7-41baeef59603,,Channel Segment 142,Parent-56,,,,,,,,,,14-03-2025 18:05
94a4f1ae-15ae-4ead-903b-f75479c7de69,,Channel Segment 893,Parent-82,,,,,,,,,,14-03-2025 18:05
c4172fd7-61f3-418e-8810-c28c4c76c58e,,Channel Segment 250,Parent-2,,,,,,,,,,14-03-2025 18:05
a89c9448-c7e9-4b9c-878c-caaad1aedbe4,,Channel Segment 430,Parent-96,,,,,,,,,,14-03-2025 18:05
051a25df-4bfc-4383-a2df-f2606b609ded,,Channel Segment 823,Parent-87,,,,,,,,,,14-03-2025 18:05
35066b89-03da-4233-a7cf-8f2efc9d3e06,,Channel Segment 807,Parent-48,,,,,,,,,,14-03-2025 18:05
0b8ea6e7-a6d0-49c9-8853-0f21a4af37fc,,Channel Segment 796,Parent-8,,,,,,,,,,14-03-2025 18:05
f6a30a23-e9df-48fd-90ba-a08170222cec,,Channel Segment 816,Parent-100,,,,,,,,,,14-03-2025 18:05
8e212856-ea16-4a94-beb5-286634a44f9b,,Channel Segment 707,Parent-99,,,,,,,,,,14-03-2025 18:05
600911af-0fe7-4052-8e7d-c0155da328a7,,Channel Segment 850,Parent-56,,,,,,,,,,14-03-2025 18:05
fcc2fe50-2989-4c2a-8209-dd46694412ce,,Channel Segment 8,Parent-48,,,,,,,,,,14-03-2025 18:05
5ce40742-7f87-4c09-bc27-534354932825,,Channel Segment 760,Parent-54,,,,,,,,,,14-03-2025 18:05
4886aaa3-2cc0-417a-b3ce-0bcc0f56c717,,Channel Segment 186,Parent-24,,,,,,,,,,14-03-2025 18:05
557745cd-b6fd-415a-99c3-2528d4c794c6,,Channel Segment 37,Parent-38,,,,,,,,,,14-03-2025 18:05
0e586799-071c-49bd-b1ef-6ce191c513ca,,Channel Segment 976,Parent-55,,,,,,,,,,14-03-2025 18:05
072ec300-3bb9-4914-aab3-cd79fa5bfb01,,Channel Segment 72,Parent-62,,,,,,,,,,14-03-2025 18:05
16be45b9-84d8-437b-bd96-99a8ba4934a9,,Channel Segment 788,Parent-67,,,,,,,,,,14-03-2025 18:05
24b4e3ad-3da2-4af6-8488-e3da7b1a1cfa,,Channel Segment 718,Parent-10,,,,,,,,,,14-03-2025 18:05
53b94fcb-95bc-4dce-af01-f7221123fbeb,,Channel Segment 560,Parent-14,,,,,,,,,,14-03-2025 18:05
4762227e-b420-4a8e-ae50-8ac97875513a,,Channel Segment 25,Parent-36,,,,,,,,,,14-03-2025 18:05
cf8cd300-0f8c-470b-9465-c6a6531e60b0,,Channel Segment 71,Parent-73,,,,,,,,,,14-03-2025 18:05
4c7cf9a9-b9bd-435f-a4b9-d2981f991420,,Channel Segment 152,Parent-4,,,,,,,,,,14-03-2025 18:05
cb605d82-4505-4937-9a4c-9a34870030fb,,Channel Segment 191,Parent-12,,,,,,,,,,14-03-2025 18:05
df09442f-44c4-4a9e-9190-7bed3d63a90d,,Channel Segment 528,Parent-75,,,,,,,,,,14-03-2025 18:05
ac750273-5eca-48b0-8126-fe89758f7c6d,,Channel Segment 599,Parent-4,,,,,,,,,,14-03-2025 18:05
012b9bf2-589d-41cc-8235-5a69754a3c25,,Channel Segment 348,Parent-2,,,,,,,,,,14-03-2025 18:05
75f7e6d8-9117-44cc-8439-4fe9f5cbf090,,Channel Segment 653,Parent-92,,,,,,,,,,14-03-2025 18:05
78fbd96c-3fa1-41bb-8c55-5f80600f69e4,,Channel Segment 27,Parent-41,,,,,,,,,,14-03-2025 18:05
7b0e8e4f-4891-4817-b938-9564631960d9,,Channel Segment 411,Parent-81,,,,,,,,,,14-03-2025 18:05
0e92dd9b-aa10-4c8d-b19c-a8475df2c3f7,,Channel Segment 378,Parent-93,,,,,,,,,,14-03-2025 18:05
c148eca2-b110-44f8-a9cd-33d0da03d838,,Channel Segment 53,Parent-1,,,,,,,,,,14-03-2025 18:05
a8e3eea2-3770-47f3-b60e-3aef3aa7c6aa,,Channel Segment 715,Parent-37,,,,,,,,,,14-03-2025 18:05
ce64ff2e-3a92-42ad-a1dc-180df1efa19b,,Channel Segment 691,Parent-87,,,,,,,,,,14-03-2025 18:05
8d81d61c-d741-4e59-8264-5b021e552d3d,,Channel Segment 840,Parent-74,,,,,,,,,,14-03-2025 18:05
02179958-84f5-45a0-ad7d-b7f97332ddab,,Channel Segment 504,Parent-69,,,,,,,,,,14-03-2025 18:05
f5878524-c084-439f-b877-f18b37545cf8,,Channel Segment 851,Parent-91,,,,,,,,,,14-03-2025 18:05
28da7281-a5c1-48e7-8c1d-862e7d3abbde,,Channel Segment 571,Parent-75,,,,,,,,,,14-03-2025 18:05
d61759a4-a061-4a8e-98c8-8910c1766a21,,Channel Segment 10,Parent-84,,,,,,,,,,14-03-2025 18:05
4b8ba75d-aa6b-4694-8bec-91acea8b2050,,Channel Segment 387,Parent-87,,,,,,,,,,14-03-2025 18:05
694f6742-0862-4813-8431-f0a541dee52b,,Channel Segment 453,Parent-3,,,,,,,,,,14-03-2025 18:05
843a776f-1a37-47e5-bc54-d0d77194318f,,Channel Segment 775,Parent-15,,,,,,,,,,14-03-2025 18:05
5c73082d-88ce-4536-8d3f-05cd56dd8c5e,,Channel Segment 607,Parent-99,,,,,,,,,,14-03-2025 18:05
0e7eccdd-74e3-48b7-820f-956d4a1fe73c,,Channel Segment 801,Parent-78,,,,,,,,,,14-03-2025 18:05
07debcad-9df0-4e5d-914e-f3e6b60e97c4,,Channel Segment 921,Parent-6,,,,,,,,,,14-03-2025 18:05
58818614-d236-40d8-a04d-1a84f02301d9,,Channel Segment 342,Parent-8,,,,,,,,,,14-03-2025 18:05
ef8787ac-0f56-4e26-9f5f-9b836974da68,,Channel Segment 293,Parent-16,,,,,,,,,,14-03-2025 18:05
cb4d5036-39f8-4b6f-b09b-afd2038788e4,,Channel Segment 648,Parent-98,,,,,,,,,,14-03-2025 18:05
aa2874fe-e17f-44e6-a3fd-0ab98f551122,,Channel Segment 445,Parent-66,,,,,,,,,,14-03-2025 18:05
85bd10a2-8205-42f2-8b0d-98ebd068b998,,Channel Segment 804,Parent-51,,,,,,,,,,14-03-2025 18:05
ae1ffb5a-c0bc-457b-9ea9-773e40b49aa7,,Channel Segment 729,Parent-67,,,,,,,,,,14-03-2025 18:05
086c13b6-e02f-47dd-a9fd-402d60925a4a,,Channel Segment 244,Parent-82,,,,,,,,,,14-03-2025 18:05
300aacf8-60eb-4a33-85f7-7ec21f407d47,,Channel Segment 778,Parent-65,,,,,,,,,,14-03-2025 18:05
eec4b640-5dcc-4fcf-8f6d-b80ae09e1806,,Channel Segment 757,Parent-2,,,,,,,,,,14-03-2025 18:05
fce72869-5ad0-44e8-9269-2fd4f711e818,,Channel Segment 108,Parent-7,,,,,,,,,,14-03-2025 18:05
6531e913-2f01-48ac-97af-3fc41472998e,,Channel Segment 805,Parent-50,,,,,,,,,,14-03-2025 18:05
38dbbb86-ecd0-4a1d-b361-dfce43ccff9d,,Channel Segment 478,Parent-13,,,,,,,,,,14-03-2025 18:05
2204e463-c4b2-49c8-a07a-9b6c5e3d425d,,Channel Segment 298,Parent-11,,,,,,,,,,14-03-2025 18:05
7e3859ab-3dfe-447c-abbf-df1cecec073f,,Channel Segment 709,Parent-5,,,,,,,,,,14-03-2025 18:05
f8b8c340-8409-4379-a8d8-1a1bf19cfc56,,Channel Segment 770,Parent-16,,,,,,,,,,14-03-2025 18:05
51406575-09d5-4e8d-8695-4cd741e9f912,,Channel Segment 514,Parent-71,,,,,,,,,,14-03-2025 18:05
d32cd6fb-5c74-4fa9-b187-d8957cff7acd,,Channel Segment 644,Parent-19,,,,,,,,,,14-03-2025 18:05
522491de-19ad-45e0-a03c-4ed3de977c6c,,Channel Segment 84,Parent-60,,,,,,,,,,14-03-2025 18:05
89bffcf6-d7fe-49dc-8fe9-e48352c523e2,,Channel Segment 25,Parent-65,,,,,,,,,,14-03-2025 18:05
6d03dee0-b007-44f8-b283-051424d602ee,,Channel Segment 292,Parent-13,,,,,,,,,,14-03-2025 18:05
767dca02-dec4-4332-9fcc-2907e19b5ab9,,Channel Segment 550,Parent-66,,,,,,,,,,14-03-2025 18:05
2da76f31-5ece-44bf-a18f-9d1c9a37ca44,,Channel Segment 199,Parent-98,,,,,,,,,,14-03-2025 18:05
5c3a40ea-31fb-4c0a-a7a4-e2df78c96132,,Channel Segment 433,Parent-98,,,,,,,,,,14-03-2025 18:05
e98c36d3-e78d-4930-a732-fddf15f8a36c,,Channel Segment 88,Parent-55,,,,,,,,,,14-03-2025 18:05
6fbacc12-8728-4392-b05e-72347e4f6b69,,Channel Segment 685,Parent-34,,,,,,,,,,14-03-2025 18:05
4dc9a68b-4200-486b-934c-98b7af887ddf,,Channel Segment 393,Parent-58,,,,,,,,,,14-03-2025 18:05
a5f38b68-85d4-4838-89d8-2cb6dcb94c45,,Channel Segment 527,Parent-31,,,,,,,,,,14-03-2025 18:05
9c3d5341-a2db-4a56-b00f-f6f0e265f697,,Channel Segment 315,Parent-33,,,,,,,,,,14-03-2025 18:05
a2b0cc49-8da8-4d46-8344-e060b7ef9bb7,,Channel Segment 189,Parent-31,,,,,,,,,,14-03-2025 18:05
3701cd45-62eb-465c-98f8-e22d8a1701b2,,Channel Segment 514,Parent-22,,,,,,,,,,14-03-2025 18:05
05030a75-5b05-4e1b-87ce-abefec93d41e,,Channel Segment 302,Parent-19,,,,,,,,,,14-03-2025 18:05
4e93a735-e8e7-4bff-a93f-ffe48960d4a0,,Channel Segment 700,Parent-69,,,,,,,,,,14-03-2025 18:05
8750178c-c285-4699-b1fe-691d934e0abf,,Channel Segment 395,Parent-5,,,,,,,,,,14-03-2025 18:05
5edec0d8-5f51-42fc-bbc6-939317891f2f,,Channel Segment 851,Parent-42,,,,,,,,,,14-03-2025 18:05
b8d57b3e-a63e-4ad4-a632-6bce6840f0a7,,Channel Segment 592,Parent-95,,,,,,,,,,14-03-2025 18:05
6eb18694-7aba-4707-8516-0c92a6425aa3,,Channel Segment 383,Parent-90,,,,,,,,,,14-03-2025 18:05
5921e0fb-466d-4221-8c38-4e15c9f1f67f,,Channel Segment 815,Parent-19,,,,,,,,,,14-03-2025 18:05
41312f02-4313-4b7c-9ddc-0100bddcbe10,,Channel Segment 358,Parent-57,,,,,,,,,,14-03-2025 18:05
49f27ccd-15ba-4413-98f1-e64bb30e8a04,,Channel Segment 255,Parent-14,,,,,,,,,,14-03-2025 18:05
067f34d9-2992-4783-9334-59ad90b077ea,,Channel Segment 833,Parent-48,,,,,,,,,,14-03-2025 18:05
aad3fc68-2a4d-42bb-99e7-ca8ddc91c09b,,Channel Segment 49,Parent-21,,,,,,,,,,14-03-2025 18:05
5dea4591-9e59-4e1a-b0b3-35ee2cdd7c03,,Channel Segment 276,Parent-33,,,,,,,,,,14-03-2025 18:05
73c70838-1ac1-4fc6-a427-83b2bb7433ab,,Channel Segment 169,Parent-27,,,,,,,,,,14-03-2025 18:05
f036fffe-f799-4c2a-af8f-9be88fb968b9,,Channel Segment 681,Parent-29,,,,,,,,,,14-03-2025 18:05
afb507f7-da7f-4328-9b81-a4b347567340,,Channel Segment 350,Parent-25,,,,,,,,,,14-03-2025 18:05
83fa9c98-d85d-4e7e-b487-ae44189f220a,,Channel Segment 896,Parent-2,,,,,,,,,,14-03-2025 18:05
77708406-cf06-4323-9bab-73e2306f9b8f,,Channel Segment 877,Parent-48,,,,,,,,,,14-03-2025 18:05
7bd73903-a33d-400b-92c5-eb5d093511d5,,Channel Segment 281,Parent-22,,,,,,,,,,14-03-2025 18:05
a95886ef-82e6-44a7-8cdc-58983f25825e,,Channel Segment 663,Parent-59,,,,,,,,,,14-03-2025 18:05
7dffcb81-038b-4168-af53-ac50056de2c6,,Channel Segment 872,Parent-66,,,,,,,,,,14-03-2025 18:05
11f30d56-073a-4b7c-9afe-5b31716ac561,,Channel Segment 792,Parent-52,,,,,,,,,,14-03-2025 18:05
7c905ab3-c983-40db-8d59-57fc41bb6d19,,Channel Segment 392,Parent-44,,,,,,,,,,14-03-2025 18:05
2a183b9b-e029-49bf-92a5-ba364be9e1a6,,Channel Segment 346,Parent-9,,,,,,,,,,14-03-2025 18:05
7e48eb48-0f28-455a-b169-de0ebfe084a5,,Channel Segment 347,Parent-52,,,,,,,,,,14-03-2025 18:05
d096e3a0-45cb-495d-9de5-e4c43cf2bd32,,Channel Segment 100,Parent-9,,,,,,,,,,14-03-2025 18:05
bd558dba-9cd9-453e-9755-63814bd70ea0,,Channel Segment 797,Parent-100,,,,,,,,,,14-03-2025 18:05
a1fe349c-1a51-40b5-9022-892234c8306e,,Channel Segment 54,Parent-32,,,,,,,,,,14-03-2025 18:05
9a0d4cc8-ce5e-4e1d-abd0-faa04b9aa4dc,,Channel Segment 587,Parent-98,,,,,,,,,,14-03-2025 18:05
b9db56ed-de07-4bbc-89ea-5c8977dbbdd1,,Channel Segment 571,Parent-26,,,,,,,,,,14-03-2025 18:05
8d5fbe2d-0776-41fd-a031-caaa3a3731dd,,Channel Segment 847,Parent-32,,,,,,,,,,14-03-2025 18:05
657de70c-6afc-415e-a621-32df53da52b2,,Channel Segment 152,Parent-63,,,,,,,,,,14-03-2025 18:05
2bb5aacb-bc9a-4733-ac27-2c59e1040774,,Channel Segment 558,Parent-12,,,,,,,,,,14-03-2025 18:05
0813f74c-a55d-4759-a32a-56858dcae06b,,Channel Segment 144,Parent-95,,,,,,,,,,14-03-2025 18:05
5fa629f8-0d3b-42e3-b664-ed0e1d63dbe2,,Channel Segment 937,Parent-29,,,,,,,,,,14-03-2025 18:05
378c669a-a209-4768-a564-d0c79d08136a,,Channel Segment 856,Parent-81,,,,,,,,,,14-03-2025 18:05
315245de-1181-4926-a24e-c4250063090a,,Channel Segment 863,Parent-76,,,,,,,,,,14-03-2025 18:05
0852c7fc-bfdd-4696-87e4-ebfa08c8d219,,Channel Segment 91,Parent-74,,,,,,,,,,14-03-2025 18:05
19b01f4d-819d-4432-bb48-a75accb9127f,,Channel Segment 944,Parent-77,,,,,,,,,,14-03-2025 18:05
392d33f3-52da-4cf8-ab15-8c5785c1b3c7,,Channel Segment 524,Parent-86,,,,,,,,,,14-03-2025 18:05
7c3a1c9d-ce40-4360-9c5d-ba25db53503f,,Channel Segment 245,Parent-23,,,,,,,,,,14-03-2025 18:05
e9c9c2ba-7d56-454b-a4ac-377adf4e42c1,,Channel Segment 324,Parent-43,,,,,,,,,,14-03-2025 18:05
12ff1f9e-ac8e-47fe-9872-3f9213467957,,Channel Segment 964,Parent-85,,,,,,,,,,14-03-2025 18:05
cc5286f5-10da-4c3d-a14d-931387c9f27a,,Channel Segment 103,Parent-48,,,,,,,,,,14-03-2025 18:05
01862202-9c00-4443-9795-2d7b3a37297b,,Channel Segment 770,Parent-10,,,,,,,,,,14-03-2025 18:05
4429f475-82a7-4afb-849c-e2ba573f43a4,,Channel Segment 989,Parent-18,,,,,,,,,,14-03-2025 18:05
35653b13-24a2-4e88-a33f-385731acb04b,,Channel Segment 760,Parent-44,,,,,,,,,,14-03-2025 18:05
08ba1ca8-c023-4e02-bb8b-1c2c464316f6,,Channel Segment 499,Parent-73,,,,,,,,,,14-03-2025 18:05
8784e2ee-44a1-4266-9371-035f6bf28a6f,,Channel Segment 343,Parent-38,,,,,,,,,,14-03-2025 18:05
0228606d-820f-4396-9a82-c4386b78f879,,Channel Segment 118,Parent-53,,,,,,,,,,14-03-2025 18:05
9a4bb9e1-9f5a-4221-beb7-9739047d5922,,Channel Segment 806,Parent-83,,,,,,,,,,14-03-2025 18:05
b4bf07e9-e743-4f95-b276-2f19b403e78a,,Channel Segment 10,Parent-5,,,,,,,,,,14-03-2025 18:05
f8c903c0-d07d-49a4-b178-6fcaf60643a8,,Channel Segment 862,Parent-61,,,,,,,,,,14-03-2025 18:05
2ebbe151-122a-4b07-b211-3e2c8a29fa37,,Channel Segment 316,Parent-76,,,,,,,,,,14-03-2025 18:05
04082d69-414e-49ae-b705-e804e449d7ed,,Channel Segment 645,Parent-46,,,,,,,,,,14-03-2025 18:05
6f61b7b7-9409-42ca-b17c-153317652bcc,,Channel Segment 235,Parent-20,,,,,,,,,,14-03-2025 18:05
e035822f-3e95-40b5-8a8f-df2003802edf,,Channel Segment 754,Parent-10,,,,,,,,,,14-03-2025 18:05
3af0ad89-be25-4c82-8c4b-9dcd7cb13c6b,,Channel Segment 156,Parent-67,,,,,,,,,,14-03-2025 18:05
7906f8f3-ec2f-4f29-b2f3-1148065fecef,,Channel Segment 443,Parent-38,,,,,,,,,,14-03-2025 18:05
315aa472-bc70-4220-8353-2676934127bf,,Channel Segment 485,Parent-49,,,,,,,,,,14-03-2025 18:05
dabc86e5-fe69-48db-abb4-bf8a9979f766,,Channel Segment 621,Parent-18,,,,,,,,,,14-03-2025 18:05
d7a77027-f60b-463f-b28f-48bf032bb593,,Channel Segment 361,Parent-11,,,,,,,,,,14-03-2025 18:05
d5648b67-dd9e-473d-b74e-3b1abf30885c,,Channel Segment 46,Parent-45,,,,,,,,,,14-03-2025 18:05
c063ecd0-0d28-4355-89a2-274fdb3ed644,,Channel Segment 827,Parent-24,,,,,,,,,,14-03-2025 18:05
b091ae80-e5ed-4ad7-89c5-321672ae31c8,,Channel Segment 640,Parent-82,,,,,,,,,,14-03-2025 18:05
