INVESTMENT_ID,CUSTOMER_ID,ASSET_CLASS,INVESTMENT_AMOUNT,CURRENT_VALUE,INVESTMENT_DATE,UPDATED_AT
bca513d3-8bc8-465e-91af-86a32c012e5c,97e7a403-04a8-4420-837b-061bbec7c057,ETF,8067.23,75013.67,2016-11-29,2025-03-15 13:16:53
6cdce795-8dbf-4e98-be7e-f64fbde2c3eb,94515321-8f66-410d-9bbf-9ed01f65a570,Real Estate,27684.19,12125.34,2016-12-30,2025-03-15 13:16:53
eb4f5b21-09e5-4ff0-b720-c4d5577b8e02,70ae3d29-9a75-4375-99d0-a880de0e94ac,ETF,1376.5,87191.56,2022-04-20,2025-03-15 13:16:53
f12924f1-ced9-42b9-a4b1-afa73827e14d,e3695b74-b94e-4d75-b6f8-115678036569,ETF,99248.8,19032.75,2018-04-03,2025-03-15 13:16:53
2fd648d8-b0f2-4bab-b977-48e88eae555c,ba6803bd-9eca-404a-bd9e-97cf02aa7178,Stock,93019.6,113349.85,2017-05-23,2025-03-15 13:16:53
c44944e0-ee34-4d24-bfc4-8bfdea2e530a,ce2e96af-8dbb-45fc-8b09-2e3b8ab7a107,Mutual Fund,55526.0,50275.52,2016-11-16,2025-03-15 13:16:53
a6de4e07-4bf9-4b0a-9edc-c67613794634,8d40fd36-340e-43ef-a1fc-d134e62bd8ad,Bond,74014.74,77902.18,2016-12-24,2025-03-15 13:16:53
eaedac16-cf48-47c4-ab21-5f8f9afa0223,add50f9f-b442-4821-a9b7-2ecd5b28e331,Bond,86353.0,40794.63,2021-02-27,2025-03-15 13:16:53
ccf30d48-76e7-4b61-9b8f-dfbc0eeaf975,36d83bb1-433e-4492-adf9-edc22a45e103,Bond,38301.49,106790.53,2017-01-25,2025-03-15 13:16:53
77c77b14-6495-4800-b810-8f4bb4fecd25,bb87a861-5697-431b-9dfb-6ce71dd12200,ETF,15584.0,53837.36,2022-01-08,2025-03-15 13:16:53
21a37803-f13c-4f68-8835-370f3cc7df69,ee3e36ab-043c-42d2-b886-e81ffa51f934,Bond,86443.73,137776.52,2020-10-12,2025-03-15 13:16:53
bb88b65e-092b-4dc0-aee7-08d31bc47fac,095050ac-e526-4dc0-a98e-6a26a45e4823,Crypto,62322.91,63545.7,2023-10-26,2025-03-15 13:16:53
6b470e5e-4ced-4713-b3e3-12cee530d574,3cb91f7c-1e16-475b-8a04-4198548154e2,Crypto,78453.72,124248.97,2017-05-07,2025-03-15 13:16:53
aa276504-f4e8-4030-8a93-5f3324d027c9,065f5970-0d20-4496-bce4-fab028fa481f,Crypto,79306.29,73212.14,2023-04-16,2025-03-15 13:16:53
f3244719-12f8-45a7-9436-208c18e8debb,d24ccf2b-85ac-4f9a-8f91-56f2258b3578,ETF,33893.07,133507.41,2021-05-27,2025-03-15 13:16:53
25c4b6ae-2d10-4ee7-b7d4-208b04a53bdb,f919b60e-f59e-4ecd-ba7f-0582f617f070,ETF,28483.68,43313.74,2017-08-27,2025-03-15 13:16:53
fd1fc0d4-1ea5-4604-9642-524b5456c7b1,0fbeeea4-ebbc-4314-96d3-0b0e7f93e790,Crypto,44024.23,120308.61,2017-04-24,2025-03-15 13:16:53
d2abd873-d584-4d92-84b1-7020ac1a41c8,06f0d186-0a92-4f7b-af95-e620e8113136,ETF,55810.44,121786.74,2023-05-28,2025-03-15 13:16:53
48c19ce0-2374-4a4a-8e9c-7bd1be92f245,3fa09db4-6f59-4f99-a47b-75f5352f0f32,Mutual Fund,61425.47,98909.49,2022-11-24,2025-03-15 13:16:53
e042e7b6-166f-4ff3-b8f6-57161b9bb2e8,a7c3df0f-02aa-4c7f-8a81-4c93020c2c24,Crypto,22203.83,17757.41,2015-12-22,2025-03-15 13:16:53
b8547322-c338-44de-b23e-9eaf6501e899,fa3b442d-7aa7-449c-8a02-2de5985b8e10,Real Estate,96832.04,119167.46,2018-10-11,2025-03-15 13:16:53
aa0dcfbb-da06-4241-82cf-e5c0d3749d9c,00f9165f-d032-42ba-b491-e6ab8c80e7a2,Stock,99664.74,127252.7,2019-01-03,2025-03-15 13:16:53
041b6383-bfe4-4fd7-bb04-68ed58628acd,5c9df4f4-d5d6-406f-bb09-68c5d4a495cc,Real Estate,19201.32,102099.12,2022-03-15,2025-03-15 13:16:53
99c85b4f-e372-4e6d-a30e-3624794a0bb9,9efe387a-0885-4e86-87fc-25973fc84f93,Mutual Fund,92846.06,116354.97,2022-12-05,2025-03-15 13:16:53
01c2d4cb-6ae1-4725-9b47-bbea545a43e1,1e297ada-a6fc-40a7-8df5-a7e952612282,Crypto,27657.24,64962.88,2023-12-13,2025-03-15 13:16:53
1061a49f-0c90-42a9-a7ef-0caad015d741,581d36fa-0bf7-4886-8cfa-94cc5a3384aa,Bond,22689.23,50434.77,2023-09-04,2025-03-15 13:16:53
e33ff284-0145-42a3-987e-b8dd0fb483e5,3db6e83a-f6e8-466b-8850-83bbc7cffc6a,Bond,58328.34,27762.63,2016-05-28,2025-03-15 13:16:53
0005c6ff-e082-4d09-9874-c784bfee0ba0,709e8d27-0636-4c2e-a126-a43638c3436f,Stock,80160.15,13430.71,2017-06-07,2025-03-15 13:16:53
0fa1eead-2df6-4ae3-bb76-b0cd45ed4adc,c5c02470-c51a-493e-9f91-0b86674a82c4,Stock,21604.33,68207.62,2020-10-31,2025-03-15 13:16:53
30651988-56ff-4d9c-9a67-b9dc17bf94f4,aea79e29-3be6-4a6f-a7f5-32717e55a340,Stock,99515.17,94622.06,2021-04-06,2025-03-15 13:16:53
bb4de32a-c636-4a99-a6f1-633e5525ab66,22617ff1-7289-4591-b6a4-4dfd0b296c98,Real Estate,46594.62,116146.31,2021-05-23,2025-03-15 13:16:53
640d4427-e45a-44ff-bdff-358d9ef74b7d,4d3c4eef-3f34-4963-a512-af0c8561feeb,Bond,72117.94,8637.91,2023-12-04,2025-03-15 13:16:53
5534cd34-80a5-4eb4-85c8-d9b5462279a6,f4c99e6c-f3c0-474a-86f7-e67efb67d4a6,ETF,97592.08,99727.8,2021-02-12,2025-03-15 13:16:53
90b68fb0-6500-407b-9b32-f63fafa1a611,0e8a2ed6-9b93-4333-929c-d33d381c46fc,Mutual Fund,24890.33,123663.73,2019-07-30,2025-03-15 13:16:53
1adc1e05-c89d-4f2f-95c5-1f2088f9c0c5,55a5cd51-2b7d-42a1-8082-7efd29c18471,Bond,14734.14,122211.94,2023-04-20,2025-03-15 13:16:53
2cfac0cd-b4d6-438a-ab3c-7f17b8a995f1,a2a1cf28-a5c8-4803-8f13-b6101df0ea7c,ETF,43047.73,88663.94,2017-11-09,2025-03-15 13:16:53
b0d3d353-1e94-4519-87b4-af88a2a00817,ddee58a4-0efb-425a-b6e9-6c1b6f7fc9de,Mutual Fund,91899.46,106532.35,2021-03-01,2025-03-15 13:16:53
8c429402-7046-426f-90e8-cc5cff05b3d3,a4dd2ccc-a7f0-4dd9-9e2c-c0cc006042a4,Stock,3237.39,124208.04,2015-09-17,2025-03-15 13:16:53
09effe18-9b75-4e62-b35a-1437264e434d,d4ebb5cc-050f-479a-849f-b2be41ced9b7,ETF,13964.53,1951.15,2021-01-02,2025-03-15 13:16:53
68b4c38f-3078-462f-84a6-557fd91d9d2f,e5095893-d252-4980-8bf9-9eeac0402bef,Bond,36377.69,92089.05,2020-10-27,2025-03-15 13:16:53
8996c99a-1845-48f0-a33f-f7c3d1503ca3,f5819e69-306b-47bf-a5df-1a59c6c7d3ff,ETF,50713.66,101735.93,2021-01-31,2025-03-15 13:16:53
4f1a299b-fef1-4b83-bfda-f99e35490c8f,94297ccd-915f-468a-bfc5-ee69ffaa8327,Mutual Fund,68234.52,91213.71,2022-01-14,2025-03-15 13:16:53
e4235287-1bfb-4f94-a187-bb83dd2a9237,a5b532be-f381-4d25-996e-c965cbf9e7b7,Bond,37183.98,96396.71,2021-11-25,2025-03-15 13:16:53
61b272a2-d8d3-46b4-a477-949a07bde5e2,70340587-76f7-4e8f-8016-ad958ff42015,Bond,83924.38,99185.13,2020-10-04,2025-03-15 13:16:53
5867b999-e949-46ca-a180-a7bdc01f723f,9eebaf92-53f5-4834-9f93-dc37410149b8,Stock,34180.95,27507.88,2016-09-16,2025-03-15 13:16:53
16f57718-bf61-45f8-ad63-765f8f2b81d4,a65abed4-4d1e-4c78-a9ca-cb87c3b5368d,Bond,95298.67,135420.52,2022-02-22,2025-03-15 13:16:53
ffae0c25-6075-413f-87bf-a67086453eec,81bbe110-f3c1-4ebb-b378-acd050824068,Bond,59225.59,138572.39,2021-12-12,2025-03-15 13:16:53
bf4948bd-9cde-424a-8889-ff7d88e93104,efcc624a-dfda-48e7-8d7d-2c3f1fe15177,Stock,98401.56,133523.14,2021-08-18,2025-03-15 13:16:53
827a55d6-0f3f-4563-b07a-a8501fb11a84,c5cce1d0-33b9-40a3-b575-0b7e69b87f7d,Real Estate,70048.65,45855.24,2018-01-18,2025-03-15 13:16:53
e36eb94a-579f-4ee5-9f70-366928f41878,cd5aef48-bfe4-48a0-a19d-d2ae54238e3f,ETF,78391.83,98761.98,2020-11-12,2025-03-15 13:16:53
6115352a-6c60-422c-ad57-b14994f8216e,2b7891f8-3d04-42a9-8eba-1a4e8063136e,Mutual Fund,22235.12,116427.22,2015-10-08,2025-03-15 13:16:53
931498df-6fa7-448e-9c35-a13446c0c2cf,5a0ce3f8-b167-4d2f-ba09-884278cd5c7c,ETF,3756.41,90155.8,2023-08-26,2025-03-15 13:16:53
5232443e-c817-4210-bb0b-e77ac5a8a1a0,e7efa654-f714-4f96-ae4e-29bb806de14c,Real Estate,91398.0,145101.2,2017-08-25,2025-03-15 13:16:53
2571313f-897b-4d46-8fd9-b80f0d8ff80e,7f7154c3-92ba-440a-ba8a-6bf4bec9a0a8,Real Estate,40287.69,115272.95,2023-10-05,2025-03-15 13:16:53
71828954-3ea0-439a-89f0-8a80363c1184,0069e946-0abc-4a04-b264-c1f8ca3fd747,ETF,79401.02,140460.9,2021-09-14,2025-03-15 13:16:53
c39b095b-810c-472a-a2aa-12ca9310481b,620e9c54-cc27-4c5c-95d2-aae60ba195e9,Stock,10875.99,75547.3,2017-09-21,2025-03-15 13:16:53
42fb6857-c96b-46a1-819b-9d5e3f4b755d,364073a5-4e6b-4620-8c7e-843d0653927d,Stock,49024.55,106961.09,2016-09-06,2025-03-15 13:16:53
16dc5845-56e4-42c2-bf95-1b82d47dcee6,aa0da44d-274f-4dd2-a73c-0fb6ed1a749c,Crypto,71155.62,31167.74,2023-06-13,2025-03-15 13:16:53
54276e9a-19cb-4af2-9f5d-b359c65ffe5d,98e3b105-f8e9-4cec-846e-562f36f6b8b6,Crypto,57361.3,58991.62,2023-11-30,2025-03-15 13:16:53
00ec1cfa-e5f4-4e87-98fe-d13db2f3f679,e2648a34-d7ae-4939-960f-fc3994f7dd9e,Stock,24268.03,145463.47,2019-09-01,2025-03-15 13:16:53
dd7a7abd-dd46-47da-908b-aedab0e32c10,aed2f120-9421-4f36-ad48-1b04b4d77560,Mutual Fund,88044.74,133119.21,2016-12-02,2025-03-15 13:16:53
71651c0c-7741-4862-8993-3487300d1d35,642dd00f-6412-4045-a038-2f27fe20d9cd,ETF,93532.67,140151.14,2016-05-15,2025-03-15 13:16:53
f65a63b8-80a4-428d-9794-a1a5b0dd01fe,1968c80f-b810-4ba9-b259-7ec6eaecf24c,Real Estate,44843.29,67039.01,2022-12-13,2025-03-15 13:16:53
91177f9b-ea79-4b94-910e-ed1144e194e8,7abfeac6-a247-4977-b87c-74316fee3035,Real Estate,67391.7,64197.33,2017-08-20,2025-03-15 13:16:53
e6cfde51-5410-4506-8a18-46dfdd0c3803,a18ff6ba-3553-4846-9a04-1a90227819eb,Stock,84736.31,75895.63,2021-11-04,2025-03-15 13:16:53
4671b4c7-0334-46d6-afc8-a444ea51efdf,cca2439d-98ce-4217-8a20-d37d2f2aac9e,Real Estate,39155.6,1434.81,2017-12-24,2025-03-15 13:16:53
54f17ee6-ee57-411e-8452-4baffe0c2f48,4d9468c8-3765-48c6-8c8c-84948c7aeeb5,Mutual Fund,62702.03,88066.52,2023-10-29,2025-03-15 13:16:53
2859362f-ab10-4478-89d1-54a6a181fce0,ef586ab4-651b-4cbc-bfda-c783f3ae708a,Stock,6558.53,101371.5,2016-04-04,2025-03-15 13:16:53
567f38ef-7c14-4109-ad94-bb8e86d7f070,673921b5-b48c-4442-a484-89b1814db985,Bond,69391.89,16414.12,2018-09-14,2025-03-15 13:16:53
d215ae33-0d29-4579-b65c-8fe1ba9a05b0,c8c3c17b-4ad7-485d-bcfe-2cebf1d02be7,Real Estate,27705.2,19012.86,2015-04-24,2025-03-15 13:16:53
af0532be-7c17-4a99-b669-451951c995d1,ebad4053-a88a-4c08-96c4-180f8cd2fd1d,Crypto,84287.69,29439.01,2016-09-30,2025-03-15 13:16:53
23203561-f5df-4c33-9de6-2a35268649b7,23650718-97f7-47dc-92ee-f4524d1cc796,Mutual Fund,97660.85,105678.67,2015-01-18,2025-03-15 13:16:53
1339f806-393e-4878-a4e0-d962093b6bd1,153c1e01-1859-41ea-88cc-af8c3a188987,Real Estate,92829.41,36312.51,2020-07-13,2025-03-15 13:16:53
616b8351-4dfd-4bee-bdfd-a0c0f408efa9,bbdc3925-b8d9-40cb-b4ff-a6cecf982c67,Real Estate,83221.77,114218.9,2015-10-23,2025-03-15 13:16:53
6c452dc6-11c8-4588-9110-57e78886fd29,9398a8b8-2549-4ac9-babf-3babe40dafd7,ETF,65583.83,16981.26,2020-11-02,2025-03-15 13:16:53
06a1b23e-300a-46e3-80fa-2fa95f77c9f1,204d7ced-abee-4846-bac6-4be2c080c9d7,Real Estate,98502.37,2743.55,2023-05-09,2025-03-15 13:16:53
4f451519-588b-46b7-943b-9128c7f672c5,0ee6dd5a-dcd6-43fd-9a4d-9de6248bc6e7,Crypto,47253.71,37050.57,2015-05-20,2025-03-15 13:16:53
67efe826-dc15-4a3f-8b52-d177d0c7db33,fc86de0e-8b72-4596-99e6-d4474cb75024,Real Estate,84456.11,100920.76,2020-10-13,2025-03-15 13:16:53
a42ee398-84a1-4237-b7a4-5ebf564cef19,2e8c4cbf-a9ff-45f2-a04e-b7c37967172d,Crypto,58055.09,124319.92,2017-05-05,2025-03-15 13:16:53
362d0f8e-7748-437a-b320-be19c923248a,077c8268-4ec4-4ffe-a613-4bfb58783cf0,Stock,55250.93,68999.6,2022-01-07,2025-03-15 13:16:53
71703289-d308-4e0c-a2a2-eaad12007b9e,3a4addb3-0dd2-4b5a-be64-d8a1a38c50b9,ETF,34422.92,118840.69,2022-12-31,2025-03-15 13:16:53
31e44144-aabc-41d4-87ed-d70e34e8a832,985bc9ef-aeba-4639-b48c-30c36ad73bb7,Stock,10925.51,105157.0,2021-06-13,2025-03-15 13:16:53
4a05724b-77cb-49ac-b610-1be099b4ac47,653d6d03-47c3-43fb-b3d8-68cd0305752f,Bond,46923.61,127172.02,2016-06-28,2025-03-15 13:16:53
9497d86d-1c55-4dcd-ab2b-e241367a3f18,fdcd2cc0-1886-4e97-bbb2-e0d4d7510ecc,Bond,66114.79,45356.99,2021-04-02,2025-03-15 13:16:53
4ab34f7e-4b81-477c-9b72-6bca69be3dee,ae56f219-7317-461e-8812-f7e48aae2559,Stock,89779.82,102845.36,2020-10-11,2025-03-15 13:16:53
e912116c-49a9-4390-9965-0ff64350bc25,08acf160-6b71-46cb-9bba-46de79a7bd3e,Mutual Fund,9464.92,138158.59,2023-08-12,2025-03-15 13:16:53
17544615-1e98-4d8c-b619-1ea18c85ee72,dd910f98-13ca-444b-adaa-d55e54753956,ETF,92371.43,85734.85,2020-06-04,2025-03-15 13:16:53
b0e9ecd6-874c-40a8-9544-9d5951ea1299,d5f5f291-6e0a-4d1d-ad74-048dab7e5765,ETF,57926.42,122852.94,2019-04-26,2025-03-15 13:16:53
c61bffbf-702f-4c55-8e94-b79c2e040cc9,0ce031ff-ffaa-4046-b3c4-c99cbca01f2d,Mutual Fund,33623.76,59452.75,2017-12-30,2025-03-15 13:16:53
042d66a4-f0f4-4a22-bcbf-09be7dfb4cca,fc6c72f9-45aa-445e-a6c2-2ec49f1fd1c9,Mutual Fund,4490.31,14373.48,2020-01-16,2025-03-15 13:16:53
d4f500c6-73bf-468e-8f91-292cd79637a3,0514b46b-5264-4d08-a672-1c908e2fe598,ETF,1140.9,127069.22,2022-12-06,2025-03-15 13:16:53
ef7924bc-aecc-47b3-b8f5-d370571b5864,f1e358b8-7131-404b-8839-2e52e017e028,Crypto,71912.13,31172.25,2015-08-16,2025-03-15 13:16:53
5822299a-b49c-491c-9013-d000026ad64a,7a4a8d02-ec9e-4a3a-b1c4-184451152ad9,Real Estate,54025.57,136378.38,2021-12-03,2025-03-15 13:16:53
fe6159c2-7d23-4d24-a94e-f42726464db3,29e04d11-6d64-4736-b3ba-eed03ec2979d,Stock,32380.74,74629.26,2023-07-09,2025-03-15 13:16:53
cda09922-f032-45ef-a293-df27290a6e07,385500de-d9f0-4284-9f35-e81ab15a56f1,Crypto,72643.22,22648.15,2019-12-14,2025-03-15 13:16:53
f0ec4ac4-b8ef-41c7-ac32-4a0468fd2a9f,d3740cdd-9fe2-40e2-88c7-cb27889c56d7,ETF,88959.76,75633.01,2016-04-03,2025-03-15 13:16:53
58ca7f68-0e1a-4bc9-bbe9-63e14e4f5b14,72b2767e-f8f6-49e4-936a-0cb510ba8567,ETF,45469.28,147549.28,2022-10-02,2025-03-15 13:16:53
df04818f-ef24-4a70-9617-c6e3e215de14,997bf598-57f3-48a5-90fe-3a7e27f7dcb8,ETF,7668.26,136951.34,2021-09-02,2025-03-15 13:16:53
16e2d4a6-778e-43ae-ae13-376b595af891,73706fdb-2de5-42b4-9fee-afb26b85e2cf,Mutual Fund,28534.64,127869.84,2020-01-05,2025-03-15 13:16:53
1ddb183f-01a7-455c-b7f3-3d1cd6fae27c,4f161e04-76cd-4cce-b9a3-559327e232cc,Real Estate,55756.56,34370.91,2019-07-29,2025-03-15 13:16:53
02334c43-e400-4cc4-9f7f-e55466a8818a,c244ccbf-14e3-4cac-995d-511194abd658,Stock,76451.06,114791.44,2022-03-28,2025-03-15 13:16:53
3c6f7f1f-f952-4105-8762-de0cfc0b5bd7,5a481b06-6102-43f2-8deb-4188a4601bb1,Stock,99920.74,7251.76,2022-10-09,2025-03-15 13:16:53
c746c170-8390-4471-9afb-a96c9e823bab,8b3f706b-9031-47a3-b2a5-6458db5c3183,Bond,97417.02,99686.23,2015-04-09,2025-03-15 13:16:53
16d14619-06fa-4486-b621-fc284e7e5bc5,ad865881-5875-41df-8e15-07ab317251cd,ETF,28935.19,141406.82,2015-11-29,2025-03-15 13:16:53
dbd26e1b-0697-4dcd-a100-b5e3d7c565a8,5068b543-8612-45d6-ae86-fa36d5dd8144,Crypto,96800.96,35031.38,2023-08-31,2025-03-15 13:16:53
b7dcb55f-7dee-4174-8577-2c8d48380e24,ae5aa820-4019-4140-af61-918c786ffabf,Mutual Fund,50663.4,124998.44,2016-08-16,2025-03-15 13:16:53
3f5b645f-6c2a-4d53-ad77-0eae4f214073,3bfaabba-f38e-4aef-80da-4ef2e9abd37a,Mutual Fund,9931.73,111207.28,2021-09-05,2025-03-15 13:16:53
9c85db6b-8ba8-42ba-aa88-3f0e8710a422,f1716fd8-8cee-4446-8ccb-6faa1cd5e3da,ETF,4038.56,113131.75,2019-07-02,2025-03-15 13:16:53
782f318b-fa3d-4f11-89ca-451e75ad269d,3c8f9279-066f-48a2-bee6-d295163a5669,ETF,3989.97,117302.12,2019-04-18,2025-03-15 13:16:53
6d42d1c2-3d3a-4148-a1fb-abe57f47cfeb,640ff8a3-3c9b-4808-8e5f-4aa0c63deac2,Crypto,53907.98,95173.11,2016-09-30,2025-03-15 13:16:53
e2a95f1d-8902-44eb-9c40-93d8e6e7d6c7,5042afef-c57a-4ea0-a84e-b4b060306535,Bond,8298.1,50674.34,2016-02-15,2025-03-15 13:16:53
b0865cba-d311-405f-8830-4059129bbfa8,873109d8-b5cb-4659-844d-083dd2b202d1,Bond,10970.99,44972.0,2020-10-09,2025-03-15 13:16:53
9de2e2d3-babb-46a9-8d78-72d1ea9280e4,04f19a7b-cf47-4ca1-a561-e71a9d737241,Crypto,98652.34,25477.65,2019-11-28,2025-03-15 13:16:53
8b4a9f6f-7c81-4915-af7c-325627c07b71,0ce36604-9f56-4207-8da3-672ce9b84d73,ETF,21466.79,31042.46,2015-05-23,2025-03-15 13:16:53
485c854b-fa5c-4ee6-b352-4b688667afa9,49bc7c84-0a32-407e-9b77-c4e0607ebf6e,Crypto,1089.73,72203.81,2019-08-06,2025-03-15 13:16:53
48ad38aa-e957-4aff-a3ee-6728e5f08506,c69d5332-09c2-4675-9236-1702ee8a8b28,Crypto,54597.83,67739.3,2015-08-01,2025-03-15 13:16:53
36bac42e-9f4c-42ef-8d84-e35425dbcccc,025ceaa6-9fc8-4215-8b77-c3988b7b66a9,Stock,76943.7,18339.32,2017-08-19,2025-03-15 13:16:53
c26a5495-a226-48ba-a314-9011770af702,059f4adf-ecf8-4f67-936f-82a0b1c58b4b,Mutual Fund,26638.98,34243.49,2022-12-27,2025-03-15 13:16:53
19936f91-a2b4-42b3-b344-79fb53394277,3da56586-5733-4a13-b862-2e3863d0b656,Crypto,24377.33,93041.09,2015-09-05,2025-03-15 13:16:53
17c9cc8b-dfdf-4620-9a1e-f169bdfdb7e2,1cff6c7b-310a-415f-8ebd-7dd1f036e9a0,Real Estate,22912.64,82975.14,2015-09-04,2025-03-15 13:16:53
8e8b9a71-81e4-42c9-913f-f138719f1462,9fb36096-b9ec-4698-ae17-74dba4334eb5,ETF,49060.24,26907.11,2016-01-10,2025-03-15 13:16:53
8fc4ac40-10cc-4f9d-9532-ccae327ab729,d6a8fdb7-7de8-4006-8d3a-ea29dd792c93,Crypto,71336.7,17310.21,2017-04-13,2025-03-15 13:16:53
4b4ddcf8-8f3c-4dcb-8b54-2666ee28309d,821cc3dd-f4c3-4812-b2ca-7e39572bc319,ETF,72020.65,87666.07,2015-06-14,2025-03-15 13:16:53
85f0e516-4451-4848-96fd-2163101f3a38,0db6e625-3da2-418d-9a99-56537d4f456a,Real Estate,62899.65,109896.88,2020-04-05,2025-03-15 13:16:53
d9a803f1-079e-44da-864b-d7edaf3947c0,f763172d-825e-441d-8a92-9ef35792e78e,Mutual Fund,74209.14,97114.03,2021-05-16,2025-03-15 13:16:53
0ebdc2b4-41a0-41d5-b519-790b478b8db8,652bd266-87b1-4904-af7b-7ef40185cbba,Mutual Fund,25107.92,59790.83,2015-06-04,2025-03-15 13:16:53
41df2d29-324b-435c-ac5f-a145e2c53fac,ab60a49c-24b9-49e9-945f-c6c0636afd7c,Real Estate,66782.35,16974.35,2019-05-13,2025-03-15 13:16:53
e5ae9fec-a342-4959-8120-fcdf0cc5faf1,5b452112-60cc-40d7-89e2-ecbe0ae952de,Real Estate,59561.26,132023.64,2018-02-01,2025-03-15 13:16:53
3f332cbc-eeb7-4e6b-9317-19edc6470149,ec1bc29a-0542-41f0-800b-91f6e341df3c,Crypto,99331.65,146304.56,2019-08-15,2025-03-15 13:16:53
d63bdff8-667b-4684-b29e-d6aa9e32f5ff,c58492d6-da7d-4485-8346-bd0760c6190c,Mutual Fund,26909.71,114846.15,2023-11-17,2025-03-15 13:16:53
cfad54c5-701b-49c4-9159-fb7451bffa8f,e6b89182-4fc1-4e4e-87bd-8ec6db1def1b,Real Estate,13375.76,12805.86,2022-07-13,2025-03-15 13:16:53
5ffc2b69-ed81-4b91-80c4-26f87b8fb042,57d265a2-13c5-4113-809f-68f5702f1b75,Mutual Fund,98283.42,56399.49,2017-08-10,2025-03-15 13:16:53
9b5b1f5c-c105-49d3-8a08-ca8e884abbe9,07ab4a0c-3db1-422c-a468-102721844027,Crypto,21975.19,50072.16,2016-10-24,2025-03-15 13:16:53
d506f8b0-81e7-4351-9205-e81e7bf4cc83,50a3d186-e967-476c-bc9f-2159f8b66501,Mutual Fund,85583.58,127532.02,2020-03-18,2025-03-15 13:16:53
84e31a71-2e7c-4297-b2e3-f9c76ed165e0,8e90834b-0108-4f6e-af6d-975b9dcf3aa8,Crypto,85046.31,114001.53,2016-04-21,2025-03-15 13:16:53
ad1aa279-c3d5-459f-90ab-5104c3f54b26,f7b6c2d8-7f65-4ddb-9cc5-4932a8360342,ETF,34444.33,30390.79,2018-11-07,2025-03-15 13:16:53
e5ece131-e425-4449-af6e-1feaea8c646b,fbb4865a-2545-4f01-8320-285e367e1913,Crypto,80301.51,149134.73,2018-06-14,2025-03-15 13:16:53
638f5233-9209-4f1e-beef-76675c4946b7,d279a8fb-b451-4462-96e9-80624f7e764a,ETF,4801.39,102255.22,2022-06-29,2025-03-15 13:16:53
10ff7978-080a-4e35-a95b-ffecf05f2963,22a506d1-68d6-4c4d-a6f7-a7ffb8271b27,ETF,1133.22,2116.03,2021-12-13,2025-03-15 13:16:53
01cd9ec2-1da8-4c99-a913-9b4aec3f6a1d,eed791e5-a424-4cda-ab0f-4a7e77602afa,Bond,65374.18,39205.03,2022-04-23,2025-03-15 13:16:53
63479015-b836-4b68-8262-721387ae7375,5a7dd3a2-7ced-47ee-86dc-cb972cf1b765,Bond,56162.02,138737.62,2018-05-29,2025-03-15 13:16:53
d20838d9-a7ec-450c-aa84-a545f7229477,d8bb3433-5f2e-4d5f-8caa-e7ad3ab9ffd9,Real Estate,25484.81,16757.77,2018-07-18,2025-03-15 13:16:53
07dd4acf-4367-4a4b-9b4f-13b260e128aa,b8ed1e4f-ad4e-4a85-905d-c4b7715f7640,ETF,15228.89,103775.19,2017-12-08,2025-03-15 13:16:53
be6e7514-5e09-4a13-86ea-42f28a44fc13,baa6a80b-6139-4a92-8dd6-6f8136c3e7ca,Real Estate,27477.79,112994.46,2023-04-22,2025-03-15 13:16:53
75b2c2dc-3ca0-43e6-baae-2e30ef656556,29c53ce0-9254-46a1-89a2-7540b0b561ca,ETF,14402.1,16248.73,2015-01-28,2025-03-15 13:16:53
152bfff5-0a5b-44da-b975-f29b496ec68f,8854dcc0-24ed-41b9-a3f4-59072fd3c319,Mutual Fund,25920.02,87222.49,2022-08-03,2025-03-15 13:16:53
f4fa71c2-4182-4014-b44d-0577c384cc5e,ccc67c5b-7a75-4c76-9840-88b4afdf9fe0,ETF,30254.67,135525.28,2022-07-19,2025-03-15 13:16:53
c01d1de9-efea-4b5c-b2a2-9b16e2d20e0d,62842262-a6a9-4a55-8bd2-8dcfee375342,Mutual Fund,20785.91,66848.57,2016-10-28,2025-03-15 13:16:53
946e55b3-23d7-432b-9199-75f0beebb77d,0fea0bbf-2075-4409-8f47-5f985fe17cf5,Stock,56382.11,139938.87,2018-03-08,2025-03-15 13:16:53
53b488e4-dfa9-4c94-a209-d564ab2eaeb7,8a36607d-8c8e-4438-b5f0-1f2fd20b1540,Real Estate,53166.35,23374.32,2016-12-31,2025-03-15 13:16:53
2ac0e77a-8334-44dc-99e3-fafda4abcf1e,433d0758-fc51-4720-a42e-fbddaffa98fc,Bond,30047.73,45901.18,2023-11-13,2025-03-15 13:16:53
033828bd-22fd-4e92-ada8-b32991575dac,cbcde19c-2a84-4f41-b8e5-205bb677dc7e,ETF,29746.49,113150.5,2015-07-14,2025-03-15 13:16:53
b93d8861-872f-4eef-a310-2e1f68d80231,c2b31cde-c4a5-431e-bb90-7dea06f008fa,ETF,70352.56,31542.23,2015-03-19,2025-03-15 13:16:53
8ce3addf-4e05-4ece-bdfc-9df6aacabd65,ddc429bf-ed7a-48f2-8b51-55d04e1d8dd2,Crypto,41703.4,147716.11,2023-02-06,2025-03-15 13:16:53
8f08a714-10d9-4cb7-81e1-589f4e3780e9,d1048072-3f2b-4295-9042-0853a5687cd8,Mutual Fund,57866.67,52352.14,2023-11-02,2025-03-15 13:16:53
