payroll_id,employee_id,pay_date,salary_amount,tax_deduction,net_salary,created_at
EMP02221,EMP02221,2030-01-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02222,EMP02222,2030-01-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02223,EMP02223,2030-01-31,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02224,EMP02224,2030-02-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02225,EMP02225,2030-02-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02226,EMP02226,2030-02-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02227,EMP02227,2030-02-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02228,EMP02228,2030-02-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02229,EMP02229,2030-02-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02230,EMP02230,2030-02-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02231,EMP02231,2030-02-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02232,EMP02232,2030-02-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02233,EMP02233,2030-02-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02234,EMP02234,2030-02-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02235,EMP02235,2030-02-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02236,EMP02236,2030-02-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02237,EMP02237,2030-02-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02238,EMP02238,2030-02-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02239,EMP02239,2030-02-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02240,EMP02240,2030-02-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02241,EMP02241,2030-02-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02242,EMP02242,2030-02-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02243,EMP02243,2030-02-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02244,EMP02244,2030-02-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02245,EMP02245,2030-02-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02246,EMP02246,2030-02-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02247,EMP02247,2030-02-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02248,EMP02248,2030-02-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02249,EMP02249,2030-02-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02250,EMP02250,2030-02-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02251,EMP02251,2030-02-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02252,EMP02252,2030-03-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02253,EMP02253,2030-03-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02254,EMP02254,2030-03-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02255,EMP02255,2030-03-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02256,EMP02256,2030-03-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02257,EMP02257,2030-03-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02258,EMP02258,2030-03-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02259,EMP02259,2030-03-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02260,EMP02260,2030-03-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02261,EMP02261,2030-03-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02262,EMP02262,2030-03-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02263,EMP02263,2030-03-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02264,EMP02264,2030-03-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02265,EMP02265,2030-03-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02266,EMP02266,2030-03-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02267,EMP02267,2030-03-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02268,EMP02268,2030-03-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02269,EMP02269,2030-03-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02270,EMP02270,2030-03-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02271,EMP02271,2030-03-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02272,EMP02272,2030-03-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02273,EMP02273,2030-03-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02274,EMP02274,2030-03-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02275,EMP02275,2030-03-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02276,EMP02276,2030-03-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02277,EMP02277,2030-03-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02278,EMP02278,2030-03-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02279,EMP02279,2030-03-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02280,EMP02280,2030-03-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02281,EMP02281,2030-03-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02282,EMP02282,2030-03-31,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02283,EMP02283,2030-04-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02284,EMP02284,2030-04-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02285,EMP02285,2030-04-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02286,EMP02286,2030-04-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02287,EMP02287,2030-04-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02288,EMP02288,2030-04-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02289,EMP02289,2030-04-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02290,EMP02290,2030-04-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02291,EMP02291,2030-04-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02292,EMP02292,2030-04-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02293,EMP02293,2030-04-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02294,EMP02294,2030-04-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02295,EMP02295,2030-04-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02296,EMP02296,2030-04-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02297,EMP02297,2030-04-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02298,EMP02298,2030-04-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02299,EMP02299,2030-04-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02300,EMP02300,2030-04-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02301,EMP02301,2030-04-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02302,EMP02302,2030-04-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02303,EMP02303,2030-04-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02304,EMP02304,2030-04-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02305,EMP02305,2030-04-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02306,EMP02306,2030-04-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02307,EMP02307,2030-04-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02308,EMP02308,2030-04-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02309,EMP02309,2030-04-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02310,EMP02310,2030-04-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02311,EMP02311,2030-04-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02312,EMP02312,2030-04-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02313,EMP02313,2030-05-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02314,EMP02314,2030-05-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02315,EMP02315,2030-05-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02316,EMP02316,2030-05-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02317,EMP02317,2030-05-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02318,EMP02318,2030-05-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02319,EMP02319,2030-05-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02320,EMP02320,2030-05-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02321,EMP02321,2030-05-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02322,EMP02322,2030-05-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02323,EMP02323,2030-05-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02324,EMP02324,2030-05-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02325,EMP02325,2030-05-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02326,EMP02326,2030-05-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02327,EMP02327,2030-05-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02328,EMP02328,2030-05-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02329,EMP02329,2030-05-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02330,EMP02330,2030-05-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02331,EMP02331,2030-05-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02332,EMP02332,2030-05-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02333,EMP02333,2030-05-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02334,EMP02334,2030-05-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02335,EMP02335,2030-05-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02336,EMP02336,2030-05-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02337,EMP02337,2030-05-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02338,EMP02338,2030-05-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02339,EMP02339,2030-05-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02340,EMP02340,2030-05-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02341,EMP02341,2030-05-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02342,EMP02342,2030-05-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02343,EMP02343,2030-05-31,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02344,EMP02344,2030-06-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02345,EMP02345,2030-06-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02346,EMP02346,2030-06-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02347,EMP02347,2030-06-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02348,EMP02348,2030-06-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02349,EMP02349,2030-06-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02350,EMP02350,2030-06-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02351,EMP02351,2030-06-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02352,EMP02352,2030-06-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02353,EMP02353,2030-06-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02354,EMP02354,2030-06-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02355,EMP02355,2030-06-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02356,EMP02356,2030-06-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02357,EMP02357,2030-06-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02358,EMP02358,2030-06-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02359,EMP02359,2030-06-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02360,EMP02360,2030-06-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02361,EMP02361,2030-06-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02362,EMP02362,2030-06-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02363,EMP02363,2030-06-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02364,EMP02364,2030-06-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02365,EMP02365,2030-06-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02366,EMP02366,2030-06-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02367,EMP02367,2030-06-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02368,EMP02368,2030-06-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02369,EMP02369,2030-06-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02370,EMP02370,2030-06-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02371,EMP02371,2030-06-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02372,EMP02372,2030-06-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02373,EMP02373,2030-06-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02374,EMP02374,2030-07-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02375,EMP02375,2030-07-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02376,EMP02376,2030-07-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02377,EMP02377,2030-07-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02378,EMP02378,2030-07-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02379,EMP02379,2030-07-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02380,EMP02380,2030-07-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02381,EMP02381,2030-07-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02382,EMP02382,2030-07-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02383,EMP02383,2030-07-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02384,EMP02384,2030-07-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02385,EMP02385,2030-07-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02386,EMP02386,2030-07-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02387,EMP02387,2030-07-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02388,EMP02388,2030-07-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02389,EMP02389,2030-07-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02390,EMP02390,2030-07-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02391,EMP02391,2030-07-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02392,EMP02392,2030-07-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02393,EMP02393,2030-07-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02394,EMP02394,2030-07-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02395,EMP02395,2030-07-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02396,EMP02396,2030-07-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02397,EMP02397,2030-07-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02398,EMP02398,2030-07-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02399,EMP02399,2030-07-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02400,EMP02400,2030-07-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02401,EMP02401,2030-07-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02402,EMP02402,2030-07-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02403,EMP02403,2030-07-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02404,EMP02404,2030-07-31,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02405,EMP02405,2030-08-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02406,EMP02406,2030-08-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02407,EMP02407,2030-08-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02408,EMP02408,2030-08-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02409,EMP02409,2030-08-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02410,EMP02410,2030-08-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02411,EMP02411,2030-08-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02412,EMP02412,2030-08-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02413,EMP02413,2030-08-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02414,EMP02414,2030-08-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02415,EMP02415,2030-08-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02416,EMP02416,2030-08-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02417,EMP02417,2030-08-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02418,EMP02418,2030-08-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02419,EMP02419,2030-08-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02420,EMP02420,2030-08-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02421,EMP02421,2030-08-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02422,EMP02422,2030-08-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02423,EMP02423,2030-08-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02424,EMP02424,2030-08-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02425,EMP02425,2030-08-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02426,EMP02426,2030-08-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02427,EMP02427,2030-08-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02428,EMP02428,2030-08-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02429,EMP02429,2030-08-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02430,EMP02430,2030-08-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02431,EMP02431,2030-08-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02432,EMP02432,2030-08-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02433,EMP02433,2030-08-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02434,EMP02434,2030-08-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02435,EMP02435,2030-08-31,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02436,EMP02436,2030-09-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02437,EMP02437,2030-09-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02438,EMP02438,2030-09-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02439,EMP02439,2030-09-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02440,EMP02440,2030-09-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02441,EMP02441,2030-09-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02442,EMP02442,2030-09-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02443,EMP02443,2030-09-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02444,EMP02444,2030-09-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02445,EMP02445,2030-09-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02446,EMP02446,2030-09-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02447,EMP02447,2030-09-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02448,EMP02448,2030-09-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02449,EMP02449,2030-09-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02450,EMP02450,2030-09-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02451,EMP02451,2030-09-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02452,EMP02452,2030-09-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02453,EMP02453,2030-09-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02454,EMP02454,2030-09-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02455,EMP02455,2030-09-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02456,EMP02456,2030-09-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02457,EMP02457,2030-09-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02458,EMP02458,2030-09-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02459,EMP02459,2030-09-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02460,EMP02460,2030-09-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02461,EMP02461,2030-09-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02462,EMP02462,2030-09-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02463,EMP02463,2030-09-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02464,EMP02464,2030-09-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02465,EMP02465,2030-09-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02466,EMP02466,2030-10-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02467,EMP02467,2030-10-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02468,EMP02468,2030-10-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02469,EMP02469,2030-10-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02470,EMP02470,2030-10-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02471,EMP02471,2030-10-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02472,EMP02472,2030-10-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02473,EMP02473,2030-10-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02474,EMP02474,2030-10-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02475,EMP02475,2030-10-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02476,EMP02476,2030-10-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02477,EMP02477,2030-10-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02478,EMP02478,2030-10-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02479,EMP02479,2030-10-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02480,EMP02480,2030-10-15,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02481,EMP02481,2030-10-16,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02482,EMP02482,2030-10-17,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02483,EMP02483,2030-10-18,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02484,EMP02484,2030-10-19,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02485,EMP02485,2030-10-20,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02486,EMP02486,2030-10-21,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02487,EMP02487,2030-10-22,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02488,EMP02488,2030-10-23,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02489,EMP02489,2030-10-24,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02490,EMP02490,2030-10-25,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02491,EMP02491,2030-10-26,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02492,EMP02492,2030-10-27,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02493,EMP02493,2030-10-28,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02494,EMP02494,2030-10-29,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02495,EMP02495,2030-10-30,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02496,EMP02496,2030-10-31,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02497,EMP02497,2030-11-01,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02498,EMP02498,2030-11-02,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02499,EMP02499,2030-11-03,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02500,EMP02500,2030-11-04,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02501,EMP02501,2030-11-05,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02502,EMP02502,2030-11-06,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02503,EMP02503,2030-11-07,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02504,EMP02504,2030-11-08,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02505,EMP02505,2030-11-09,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02506,EMP02506,2030-11-10,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02507,EMP02507,2030-11-11,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02508,EMP02508,2030-11-12,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02509,EMP02509,2030-11-13,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
EMP02510,EMP02510,2030-11-14,5000,1000.0,4000.0,2025-03-15 12:32:53.966100
